sentence1,sentence2,label,label_form
"Everyone has visited Saint Vincent & the Grenadines, Yemen, Ethiopia, Vanuatu, Burundi, Denmark, Mauritania, Gambia, The Bahamas, Tajikistan and Kenya",Greg didn't visit Turkey,0,quantifier
"Everyone has visited Rwanda, Armenia, Philippines, Kosovo, Grenada, Qatar, Cameroon, Nepal, Tunisia, Indonesia, Lebanon, Palestine, Peru, Chad, Ghana, Syria, Dominican Republic and Saint Lucia",Brent didn't visit Saint Lucia,1,quantifier
Everyone has visited every person,Earl didn't visit Venezuela,0,quantifier
Everyone has visited every place,Vincent didn't visit Portugal,1,quantifier
"Everyone has visited Palestine, Laos, Djibouti, Paraguay, Honduras, Vanuatu, Singapore, Egypt, Seychelles, The Bahamas, Slovakia, Kuwait, Nicaragua, Nepal, Republic of the Congo, Mauritius, Moldova, Maldives and Dominican Republic",Theodore didn't visit Slovakia,1,quantifier
"Everyone has visited Bosnia & Herzegovinia, Nauru, Kenya, Liberia, Central African Republic, Iraq, Saint Kitts & Nevis, Malawi, Djibouti, Venezuela, Romania, Russia, Estonia, Yemen and Gabon",Andy didn't visit Djibouti,1,quantifier
Someone has visited every person and every place,Tony didn't visit Charlie,0,quantifier
"Everyone has visited Brazil, Oman, Liberia, Yemen, Namibia, Guinea-Bissau, Moldova, Fiji, Ireland, Vanuatu, Honduras, Mali, Egypt, Spain, Myanmar, Algeria, Slovakia and Maldives",Phillip didn't visit North Korea,0,quantifier
"Everyone has visited Syria, Andorra, Grenada, Malawi, Germany, El Salvador, Republic of the Congo, Mali, Marshall Islands, Saudi Arabia, Lesotho, Dominica, Azerbaijan, Slovakia, Solomon Islands, Ecuador, Comoros, Timor-Leste and Ethiopia",Neil didn't visit Ethiopia,1,quantifier
Everyone has visited every person,Mathew didn't visit Jamie,1,quantifier
Someone has visited every person and every place,Herman didn't visit The Bahamas,0,quantifier
Everyone has visited every person,Daryl didn't visit Sweden,0,quantifier
"Everyone has visited Cyprus, Mozambique, Afghanistan, Gabon, Iceland, Turkmenistan, Japan, Namibia, Austria, Guatemala, Lithuania, Tonga, Côte D'ivore, Equatorial Guinea, Sierra Leone, Liechtenstein and El Salvador",Herbert didn't visit Guinea,0,quantifier
"Everyone has visited Argentina, Fiji, Lesotho, Lithuania, Samoa, El Salvador, Benin, Belgium, Zambia, Central African Republic, Hungary, Laos, Qatar and Kosovo",Gene didn't visit Kosovo,1,quantifier
Everyone has visited every person and every place,Jerry didn't visit Guinea,1,quantifier
Everyone has visited every place,Donald didn't visit Oman,1,quantifier
Everyone has visited every person and every place,Thomas didn't visit Bahrain,1,quantifier
Everyone has visited every person,Juan didn't visit Bosnia & Herzegovinia,0,quantifier
Everyone has visited every place,Hector didn't visit Marshall Islands,1,quantifier
Everyone has visited every place,Walter didn't visit Singapore,1,quantifier
Everyone has visited every person and every place,Dan didn't visit Serbia,1,quantifier
"Everyone has visited Gabon, Republic of the Congo, Jordan, Ecuador, Armenia, Guinea-Bissau, Pakistan, Georgia, Moldova, Montenegro, Denmark, Sri Lanka, Greece and Afghanistan",Willie didn't visit Saudi Arabia,0,quantifier
Everyone has visited every person,Alex didn't visit Côte D'ivore,0,quantifier
"Everyone has visited Pakistan, Uzbekistan, Brazil, Jordan, Latvia, Botswana, Andorra, Sweden, Solomon Islands, Afghanistan, South Korea, Iraq, São Tomé & Prícipe, Mongolia, Mali, Algeria, Saint Kitts & Nevis and Oman",Albert didn't visit Democratic Republic of the Congo,0,quantifier
Someone has visited every person and every place,Ron didn't visit Nauru,0,quantifier
Everyone has visited every person,Hector didn't visit Edgar,1,quantifier
"Everyone has visited Mozambique, Saint Kitts & Nevis, Austria, Afghanistan, Gambia, Fiji, Central African Republic, Paraguay, Venezuela, Democratic Republic of the Congo, Mauritania and Kenya",John didn't visit Austria,1,quantifier
Everyone has visited every person and every place,Bobby didn't visit Cambodia,1,quantifier
"Everyone has visited Slovakia, India, Bolivia, Finland, Bosnia & Herzegovinia, Bangladesh, Iraq, Russia, Lebanon, Panama, Nicaragua, Philippines, Dominican Republic, Central African Republic, Bhutan, Mauritania, Belgium and Paraguay",Dwayne didn't visit Saudi Arabia,0,quantifier
Someone has visited every person and every place,Karl didn't visit Eswatini,0,quantifier
Everyone has visited every place,Jaime didn't visit Seth,0,quantifier
"Everyone has visited Nauru, Madagascar, Uzbekistan, Afghanistan, Netherlands, Tanzania, Saint Lucia, Brazil, Spain, Palau, Belgium, Malawi, Pakistan and Bosnia & Herzegovinia",Wallace didn't visit Spain,1,quantifier
Everyone has visited every person and every place,Eugene didn't visit Denmark,1,quantifier
"Everyone has visited Belize, Yemen, Vatican City, Timor-Leste, Burkina, Sierra Leone, Grenada, São Tomé & Prícipe, Somalia, Lebanon, Armenia, Macedonia, Kazakhstan, Tajikistan, Ethiopia, Saint Kitts & Nevis and Azerbaijan",Jack didn't visit Croatia,0,quantifier
"Everyone has visited Malawi, Mexico, Afghanistan, Norway, Nepal, Ecuador, Japan, Sierra Leone, Botswana, Vatican City, Philippines, Nauru, Estonia, Thailand, Palau, Netherlands, Belgium, Grenada, Senegal and Fiji",Patrick didn't visit Cambodia,0,quantifier
Everyone has visited every place,Paul didn't visit Lewis,0,quantifier
Everyone has visited every person and every place,Andy didn't visit John,1,quantifier
Everyone has visited every person,Bryan didn't visit Bahrain,0,quantifier
Someone has visited every person and every place,David didn't visit Niger,0,quantifier
Everyone has visited every place,Leonard didn't visit Glen,0,quantifier
Everyone has visited every place,Ricky didn't visit George,0,quantifier
Everyone has visited every person and every place,Douglas didn't visit Darryl,1,quantifier
Everyone has visited every place,Henry didn't visit Denmark,1,quantifier
Everyone has visited every place,Jonathan didn't visit Bolivia,1,quantifier
"Everyone has visited Guatemala, India, South Sudan, Somalia, North Korea, Chad, Gambia, Mexico, Jordan, Peru, Turkey, Croatia, El Salvador, Burkina and Angola",Dwayne didn't visit South Korea,0,quantifier
"Everyone has visited Dominica, Morocco, China, Canada, Mali, Madagascar, Georgia, Switzerland, Brunei, Uruguay, Sweden and Tajikistan",Karl didn't visit Saint Vincent & the Grenadines,0,quantifier
Everyone has visited every place,Warren didn't visit Belize,1,quantifier
Everyone has visited every person,Alberto didn't visit Timothy,1,quantifier
Everyone has visited every person,Freddie didn't visit Thomas,1,quantifier
Everyone has visited every place,Stephen didn't visit Jacob,0,quantifier
Everyone has visited every place,Mitchell didn't visit Byron,0,quantifier
Everyone has visited every person,Roger didn't visit Clayton,1,quantifier
"Everyone has visited Solomon Islands, Cambodia, Liechtenstein, Comoros, Seychelles, Chad, Timor-Leste, Azerbaijan, Moldova, Malta, Dominican Republic, Vanuatu, Ecuador, Grenada, Nicaragua, Iran, Burkina, Republic of the Congo, Albania and France",Byron didn't visit Comoros,1,quantifier
Everyone has visited every person and every place,Sean didn't visit Pedro,1,quantifier
Everyone has visited every person,Bruce didn't visit Donald,1,quantifier
Everyone has visited every person,Alfred didn't visit Comoros,0,quantifier
"Everyone has visited Jamaica, Mauritania, Central African Republic, Ghana, Federated States of Micronesia, Luxembourg, Cabo, Estonia, Austria, Finland, Maldives, El Salvador, Fiji and United Arab Emirates",Raymond didn't visit Finland,1,quantifier
Everyone has visited every person,Dave didn't visit Ricky,1,quantifier
"Everyone has visited Guatemala, Libya, Grenada, Niger, Republic of the Congo, Slovenia, Laos, Cuba, Côte D'ivore, Botswana, Senegal, Tajikistan, Vietnam, Cambodia, Guyana, Czech Republic, France, Saint Lucia and Seychelles",Travis didn't visit Montenegro,0,quantifier
Everyone has visited every place,Jesse didn't visit Czech Republic,1,quantifier
Everyone has visited every person,Clinton didn't visit Ernest,1,quantifier
Everyone has visited every place,Ralph didn't visit Mike,0,quantifier
Everyone has visited every person and every place,Chris didn't visit United Kingdom,1,quantifier
"Everyone has visited Malawi, Egypt, Gambia, Nicaragua, Myanmar, Philippines, New Zealand, Slovakia, Mauritania, Burundi, Panama, Turkmenistan, Kosovo, Comoros, Kuwait, Pakistan, Croatia and Sri Lanka",Phillip didn't visit Laos,0,quantifier
"Everyone has visited Panama, Czech Republic, Finland, Honduras, Mali, Nauru, Cyprus, São Tomé & Prícipe, Yemen, Kosovo, Bahrain, Zambia and New Zealand",Dustin didn't visit Bahrain,1,quantifier
Everyone has visited every person and every place,Henry didn't visit Darrell,1,quantifier
Everyone has visited every person and every place,Derek didn't visit Enrique,1,quantifier
Everyone has visited every person,Reginald didn't visit Raymond,1,quantifier
Everyone has visited every person and every place,Ricardo didn't visit Honduras,1,quantifier
Everyone has visited every place,Ted didn't visit Terrance,0,quantifier
Everyone has visited every place,Francisco didn't visit Jonathan,0,quantifier
Everyone has visited every person and every place,Ramon didn't visit Terrance,1,quantifier
Someone has visited every person and every place,Richard didn't visit Milton,0,quantifier
Someone has visited every person and every place,Jim didn't visit Netherlands,0,quantifier
Everyone has visited every place,Perry didn't visit David,0,quantifier
Someone has visited every person and every place,Joel didn't visit Andrew,0,quantifier
Everyone has visited every person,Raul didn't visit Julio,1,quantifier
Everyone has visited every person,Willie didn't visit Tajikistan,0,quantifier
Everyone has visited every person and every place,Tony didn't visit Benin,1,quantifier
"Everyone has visited Bangladesh, Bolivia, Malta, Burundi, South Korea, Ghana, Malawi, Timor-Leste, Panama, United Arab Emirates, Grenada, Israel, Belize, Marshall Islands, Zimbabwe, Morocco and Tunisia",Erik didn't visit Malawi,1,quantifier
Everyone has visited every person,Donald didn't visit Tyler,1,quantifier
Everyone has visited every place,Scott didn't visit Finland,1,quantifier
Everyone has visited every person,Charlie didn't visit Frank,1,quantifier
Everyone has visited every person,Freddie didn't visit Howard,1,quantifier
Everyone has visited every place,Roger didn't visit Jordan,1,quantifier
Everyone has visited every person,Billy didn't visit Austria,0,quantifier
"Everyone has visited Sierra Leone, Hungary, Palestine, Zimbabwe, Indonesia, Papua New Guinea, Turkmenistan, Monaco, Armenia, Jamaica, Rwanda, Gabon, Romania, Samoa, Guatemala, Jordan, Tonga, Senegal and Canada",Jonathan didn't visit Rwanda,1,quantifier
Everyone has visited every place,Willie didn't visit Montenegro,1,quantifier
Everyone has visited every place,Bryan didn't visit Croatia,1,quantifier
Everyone has visited every person,Ted didn't visit Netherlands,0,quantifier
Everyone has visited every place,Lester didn't visit Darrell,0,quantifier
Everyone has visited every person,Seth didn't visit Victor,1,quantifier
"Everyone has visited Peru, Cuba, Kyrgyzstan, Fiji, Mongolia, Montenegro, Kazakhstan, Czech Republic, Barbados, Oman, Trinidad & Tobago, Seychelles, Haiti and Chile",Scott didn't visit Benin,0,quantifier
Everyone has visited every person,Barry didn't visit Cuba,0,quantifier
Everyone has visited every person and every place,Nicholas didn't visit Jorge,1,quantifier
"Everyone has visited Iran, Central African Republic, Turkey, Mali, Romania, Argentina, Peru, Suriname, Bahrain, Italy, Denmark, Côte D'ivore, Tanzania, Libya and São Tomé & Prícipe",Daniel didn't visit Republic of the Congo,0,quantifier
Someone has visited every person and every place,Jesse didn't visit Germany,0,quantifier
Someone has visited every person and every place,Richard didn't visit Malaysia,0,quantifier
"Everyone has visited Cambodia, Montenegro, Eritrea, New Zealand, Sierra Leone, Democratic Republic of the Congo, Ghana, Nigeria, Uganda, Jordan, Libya, France, Kazakhstan, Liberia, Rwanda and Ireland",Phillip didn't visit Samoa,0,quantifier
Everyone has visited every person and every place,Armando didn't visit Kiribati,1,quantifier
Everyone has visited every place,Sidney didn't visit Suriname,1,quantifier
Everyone has visited every person and every place,Timothy didn't visit Jerome,1,quantifier
"Everyone has visited Qatar, Jordan, Czech Republic, Kiribati, Lebanon, Brunei, Marshall Islands, France, Georgia, Burkina and Macedonia",Earl didn't visit Liechtenstein,0,quantifier
Everyone has visited every person and every place,Rene didn't visit Frederick,1,quantifier
Everyone has visited every place,Harold didn't visit Cambodia,1,quantifier
Everyone has visited every person and every place,Ted didn't visit Australia,1,quantifier
"Everyone has visited Serbia, Zambia, Fiji, Senegal, Nauru, Germany, Belgium, Nicaragua, Guinea, Grenada, Nigeria and Tuvalu",Jeff didn't visit Tunisia,0,quantifier
"Everyone has visited Austria, Peru, Morocco, Saint Lucia, Eswatini, Lebanon, Sri Lanka, Italy, Suriname, Comoros, Tanzania, Mauritius, Kosovo, Somalia, Mauritania, Bahrain, Canada, Barbados, Gabon and Central African Republic",Dwight didn't visit Panama,0,quantifier
Everyone has visited every person and every place,Tony didn't visit Ecuador,1,quantifier
Everyone has visited every person,Erik didn't visit Allen,1,quantifier
Everyone has visited every place,Christopher didn't visit Solomon Islands,1,quantifier
Everyone has visited every place,David didn't visit Paul,0,quantifier
"Everyone has visited North Korea, Switzerland, Azerbaijan, Iraq, Somalia, United Kingdom, Luxembourg, Solomon Islands, Chad, Myanmar, Malawi and Afghanistan",Guy didn't visit Moldova,0,quantifier
Everyone has visited every person,Derek didn't visit Elmer,1,quantifier
Everyone has visited every place,Walter didn't visit Hungary,1,quantifier
Everyone has visited every person and every place,Corey didn't visit Jordan,1,quantifier
Everyone has visited every person,Dave didn't visit Alfredo,1,quantifier
Everyone has visited every person and every place,Craig didn't visit Thomas,1,quantifier
Everyone has visited every place,Lance didn't visit Cambodia,1,quantifier
"Everyone has visited Equatorial Guinea, Antigua & Barbuda, Armenia, Albania, Macedonia, Kyrgyzstan, United Arab Emirates, India, Dominican Republic, Switzerland, Central African Republic, Ecuador and Samoa",Steve didn't visit Ecuador,1,quantifier
