sentence1,sentence2,label,label_form
"Átila visitou Cassiano, Átila é a pessoa que visitou todo lugar",Átila não visitou Somália,1,definite_description
"Andreo visitou Justino, Andreo é a pessoa que visitou todo mundo",Andreo não visitou Dirque,1,definite_description
"Castelino visitou Gervásio, Gervásio é a pessoa que visitou todo mundo",Castelino não visitou Lutero,0,definite_description
"Alívio visitou Anton, Alívio é a pessoa que visitou todo lugar",Alívio não visitou África do Sul,1,definite_description
"Eliano visitou Jerónimo, Eliano é a pessoa que visitou todo lugar",Jerónimo não visitou Líbano,0,definite_description
"Cooper visitou Dionísio, Cooper é a pessoa que visitou todo mundo",Dionísio não visitou Diamantino,0,definite_description
"Indalécio é a pessoa que visitou todo lugar, Indalécio visitou Anton",Anton não visitou Países,0,definite_description
"Jason visitou Ondino, Jason é a pessoa que visitou todo mundo",Jason não visitou Manu,1,definite_description
"Frederick visitou Joseph, Frederick é a pessoa que visitou todo lugar",Frederick não visitou Suécia,1,definite_description
"Connor é a pessoa que visitou todo lugar, Connor visitou Noel",Connor não visitou Omã,1,definite_description
"Ashley é a pessoa que visitou todo mundo, Lael visitou Ashley",Ashley não visitou Edmundo,1,definite_description
"Janardo é a pessoa que visitou todo mundo, Janardo visitou Alexandru",Alexandru não visitou Edward,0,definite_description
"de Fafe visitou Lineu, Lineu é a pessoa que visitou todo lugar",Lineu não visitou Síria,1,definite_description
"Ezekiel visitou Gonçalo, Gonçalo é a pessoa que visitou todo mundo",Gonçalo não visitou Gimeno,1,definite_description
"Beto é a pessoa que visitou todo mundo, Felismino visitou Beto",Beto não visitou Klaus,1,definite_description
"Alessio é a pessoa que visitou todo lugar, Alessio visitou Ioque",Ioque não visitou Listenstaine,0,definite_description
"Filipe de Néri é a pessoa que visitou todo lugar, Ciro visitou Filipe de Néri",Filipe de Néri não visitou Salomão,1,definite_description
"Ibérico é a pessoa que visitou todo mundo, Jerónimo visitou Ibérico",Ibérico não visitou Delmano,1,definite_description
"Kael visitou Múcio, Múcio é a pessoa que visitou todo lugar",Múcio não visitou Angola,1,definite_description
"Gadiel é a pessoa que visitou todo mundo, Gadiel visitou Adorino",Gadiel não visitou Mendo,1,definite_description
"Bo visitou Adolfo, Adolfo é a pessoa que visitou todo mundo",Adolfo não visitou Bernard,1,definite_description
"Eder é a pessoa que visitou todo lugar, Eder visitou Cidálio",Eder não visitou Dominica,1,definite_description
"Adail é a pessoa que visitou todo mundo, Heleno visitou Adail",Adail não visitou Austin,1,definite_description
"Adrian visitou Bartolomeu Perestrelo, Bartolomeu Perestrelo é a pessoa que visitou todo lugar",Bartolomeu Perestrelo não visitou Quirguistão,1,definite_description
"Mem visitou Noame, Mem é a pessoa que visitou todo lugar",Noame não visitou Granada,0,definite_description
"Celestino visitou Gomes, Celestino é a pessoa que visitou todo mundo",Celestino não visitou Isidoro,1,definite_description
"Dércio visitou Manu, Manu é a pessoa que visitou todo lugar",Manu não visitou Croácia,1,definite_description
"Rafael é a pessoa que visitou todo mundo, Florêncio visitou Rafael",Florêncio não visitou Romarico,0,definite_description
"Filinto é a pessoa que visitou todo mundo, Filinto visitou Aziel",Filinto não visitou Jasmim,1,definite_description
"Celto é a pessoa que visitou todo mundo, Dion visitou Celto",Dion não visitou Evaldo,0,definite_description
"Roberto visitou Márcio, Roberto é a pessoa que visitou todo mundo",Roberto não visitou Gávio,1,definite_description
"Expedito visitou Huberto, Huberto é a pessoa que visitou todo mundo",Huberto não visitou Ludovino,1,definite_description
"Alarico é a pessoa que visitou todo lugar, Alarico visitou Kenzo",Alarico não visitou Granada,1,definite_description
"Erico é a pessoa que visitou todo mundo, Erico visitou Patrício",Patrício não visitou Marcial,0,definite_description
"Antônio é a pessoa que visitou todo mundo, Antônio visitou Bendavid",Bendavid não visitou Jacob,0,definite_description
"Apolinário é a pessoa que visitou todo mundo, Apolinário visitou Damien",Damien não visitou César,0,definite_description
"Dorico é a pessoa que visitou todo lugar, Ariel visitou Dorico",Ariel não visitou Iraque,0,definite_description
"do Céu visitou Robim, Robim é a pessoa que visitou todo mundo",Robim não visitou Hildeberto,1,definite_description
"de Pádua é a pessoa que visitou todo lugar, de Pádua visitou Lindorfo",de Pádua não visitou Montenegro,1,definite_description
"Floriano é a pessoa que visitou todo mundo, Floriano visitou Axel",Floriano não visitou Ernâni,1,definite_description
"Allister é a pessoa que visitou todo mundo, Lemuel visitou Allister",Allister não visitou Floriano,1,definite_description
"Godofredo é a pessoa que visitou todo lugar, Godofredo visitou Orósio",Godofredo não visitou Letónia,1,definite_description
"Anatol visitou Orion, Orion é a pessoa que visitou todo mundo",Anatol não visitou Cael,0,definite_description
"Beto visitou Arcélio, Arcélio é a pessoa que visitou todo lugar",Beto não visitou Emirados Árabes Unidos,0,definite_description
"Adiel é a pessoa que visitou todo mundo, Adiel visitou Eufrásio",Eufrásio não visitou Ari,0,definite_description
"Ingo visitou Leôncio, Ingo é a pessoa que visitou todo lugar",Leôncio não visitou Peru,0,definite_description
"Ildo visitou Dario, Dario é a pessoa que visitou todo mundo",Dario não visitou Jesse,1,definite_description
"Rian é a pessoa que visitou todo lugar, Osvaldo visitou Rian",Rian não visitou Barém,1,definite_description
"Ivanoel é a pessoa que visitou todo lugar, Ivanoel visitou Gerson",Ivanoel não visitou Senegal,1,definite_description
"Lisandro é a pessoa que visitou todo mundo, Mariano visitou Lisandro",Mariano não visitou Lauriano,0,definite_description
"Gustaf visitou Aziel, Gustaf é a pessoa que visitou todo lugar",Gustaf não visitou Eslováquia,1,definite_description
"Adail é a pessoa que visitou todo mundo, Javier visitou Adail",Adail não visitou Madjer,1,definite_description
"Marto visitou Quirilo, Marto é a pessoa que visitou todo mundo",Quirilo não visitou Clídio,0,definite_description
"Gueir é a pessoa que visitou todo mundo, Gueir visitou Eduardo",Gueir não visitou Aitor,1,definite_description
"Péricles visitou Roman, Péricles é a pessoa que visitou todo lugar",Roman não visitou República Checa,0,definite_description
"Edoardo é a pessoa que visitou todo mundo, Edoardo visitou Ludgero",Ludgero não visitou Gustav,0,definite_description
"Amador visitou Délcio, Amador é a pessoa que visitou todo mundo",Délcio não visitou Brás,0,definite_description
"Amândio visitou Adrualdo, Adrualdo é a pessoa que visitou todo lugar",Amândio não visitou São Cristóvão e Neves,0,definite_description
"Hélio visitou Alberico, Alberico é a pessoa que visitou todo lugar",Hélio não visitou Belize,0,definite_description
"Purificação é a pessoa que visitou todo lugar, Purificação visitou Anolido",Anolido não visitou Mónaco,0,definite_description
"Procópio visitou Idavide, Idavide é a pessoa que visitou todo mundo",Idavide não visitou Pantaleão,1,definite_description
"Odeberto visitou Indalécio, Odeberto é a pessoa que visitou todo lugar",Odeberto não visitou Cosovo,1,definite_description
"Amado é a pessoa que visitou todo lugar, Cedric visitou Amado",Cedric não visitou Usbequistão,0,definite_description
"Carlindo é a pessoa que visitou todo mundo, Bradley visitou Carlindo",Carlindo não visitou Alfeu,1,definite_description
"Nataniel visitou Arcádio, Nataniel é a pessoa que visitou todo mundo",Arcádio não visitou Montgomery,0,definite_description
"Getúlio é a pessoa que visitou todo lugar, Quévin visitou Getúlio",Quévin não visitou Nepal,0,definite_description
"Michel é a pessoa que visitou todo lugar, Everardo visitou Michel",Everardo não visitou Senegal,0,definite_description
"Brás é a pessoa que visitou todo lugar, Brás visitou Osmano",Osmano não visitou Angola,0,definite_description
"Anísio visitou Felício, Felício é a pessoa que visitou todo lugar",Felício não visitou Noruega,1,definite_description
"Manuel é a pessoa que visitou todo lugar, Manuel visitou Amós",Manuel não visitou Papua,1,definite_description
"Íven é a pessoa que visitou todo lugar, Íven visitou Reyes",Reyes não visitou Eslováquia,0,definite_description
"Matias é a pessoa que visitou todo mundo, Ingo visitou Matias",Matias não visitou Afre,1,definite_description
"Ronaldo é a pessoa que visitou todo lugar, Ronaldo visitou Damian",Damian não visitou Papua,0,definite_description
"Cipriano é a pessoa que visitou todo lugar, Cipriano visitou Ricky",Ricky não visitou Coreia do Sul,0,definite_description
"Murilo é a pessoa que visitou todo mundo, Césaro visitou Murilo",Césaro não visitou Duílio,0,definite_description
"Aladino é a pessoa que visitou todo mundo, Marvin visitou Aladino",Marvin não visitou Cassiano,0,definite_description
"Gomes é a pessoa que visitou todo mundo, Gomes visitou Júnior",Gomes não visitou Íven,1,definite_description
"João Bosco é a pessoa que visitou todo lugar, João Bosco visitou Celísio",João Bosco não visitou Colômbia,1,definite_description
"Indalécio é a pessoa que visitou todo mundo, Gusmão visitou Indalécio",Gusmão não visitou Lucas,0,definite_description
"Neymar visitou Ginestal, Neymar é a pessoa que visitou todo mundo",Neymar não visitou Regino,1,definite_description
"Benevenuto é a pessoa que visitou todo mundo, Benevenuto visitou Alexey",Benevenuto não visitou Jadir,1,definite_description
"Rivelino é a pessoa que visitou todo mundo, Rivelino visitou Heriberto",Rivelino não visitou Barcino,1,definite_description
"Rafael visitou Rocco, Rocco é a pessoa que visitou todo mundo",Rafael não visitou Charles,0,definite_description
"Esaú é a pessoa que visitou todo lugar, Esaú visitou Armelim",Esaú não visitou Guiné,1,definite_description
"Crisna é a pessoa que visitou todo lugar, Crisna visitou Fabrício",Fabrício não visitou Angola,0,definite_description
"Adrien é a pessoa que visitou todo lugar, Marcelino visitou Adrien",Adrien não visitou Lituânia,1,definite_description
"Anderson visitou Alder, Anderson é a pessoa que visitou todo mundo",Alder não visitou Priteche,0,definite_description
"de Pádua visitou Boavida, Boavida é a pessoa que visitou todo lugar",de Pádua não visitou Líbano,0,definite_description
"Ari é a pessoa que visitou todo lugar, Ari visitou David",Ari não visitou Guiné,1,definite_description
"Dóriclo é a pessoa que visitou todo lugar, Berto visitou Dóriclo",Berto não visitou Emirados Árabes Unidos,0,definite_description
"Bo é a pessoa que visitou todo mundo, Balbino visitou Bo",Balbino não visitou Primo,0,definite_description
"Melchior visitou Leon, Melchior é a pessoa que visitou todo mundo",Melchior não visitou Jovelino,1,definite_description
"Gervásio é a pessoa que visitou todo lugar, Ezequiel visitou Gervásio",Ezequiel não visitou Bielorrússia,0,definite_description
"Rafa visitou Quaresma, Quaresma é a pessoa que visitou todo lugar",Quaresma não visitou Malta,1,definite_description
"Natã é a pessoa que visitou todo lugar, Frede visitou Natã",Natã não visitou Líbano,1,definite_description
"Ricky é a pessoa que visitou todo mundo, Ricky visitou Raví",Ricky não visitou Nenrode,1,definite_description
"do Natal é a pessoa que visitou todo lugar, do Natal visitou Evelácio",Evelácio não visitou Finlândia,0,definite_description
"Gustav visitou Filipe de Néri, Gustav é a pessoa que visitou todo lugar",Filipe de Néri não visitou Santa Lúcia,0,definite_description
"Miro é a pessoa que visitou todo mundo, Miro visitou Clemêncio",Clemêncio não visitou Normano,0,definite_description
"Bibiano é a pessoa que visitou todo mundo, Níger visitou Bibiano",Níger não visitou Elói,0,definite_description
"Leal visitou Isac, Leal é a pessoa que visitou todo lugar",Isac não visitou Maláui,0,definite_description
"Laurent visitou Ângelo, Laurent é a pessoa que visitou todo mundo",Ângelo não visitou Perpétuo,0,definite_description
"Hamilton visitou Mathieu, Mathieu é a pessoa que visitou todo lugar",Hamilton não visitou Sri Lanca,0,definite_description
"Henry visitou Eden, Eden é a pessoa que visitou todo mundo",Henry não visitou Bebiano,0,definite_description
"Nuri visitou Nelson, Nelson é a pessoa que visitou todo mundo",Nelson não visitou Leone,1,definite_description
"Aziel visitou Davide, Aziel é a pessoa que visitou todo mundo",Aziel não visitou Flávio,1,definite_description
"Jude visitou Gaudêncio, Jude é a pessoa que visitou todo mundo",Jude não visitou Alfonso,1,definite_description
"Lucínio visitou Gianluca, Lucínio é a pessoa que visitou todo mundo",Gianluca não visitou Evaristo,0,definite_description
"Leónidas é a pessoa que visitou todo lugar, Ernest visitou Leónidas",Ernest não visitou Rússia,0,definite_description
"Eliab é a pessoa que visitou todo mundo, Marlon visitou Eliab",Eliab não visitou Rói,1,definite_description
"Hervê é a pessoa que visitou todo lugar, Jociano visitou Hervê",Jociano não visitou Bielorrússia,0,definite_description
"Reinaldo é a pessoa que visitou todo mundo, Beto visitou Reinaldo",Beto não visitou Amin,0,definite_description
"Filémon é a pessoa que visitou todo lugar, Filémon visitou Michel",Michel não visitou Albânia,0,definite_description
"Isildo visitou Delfino, Isildo é a pessoa que visitou todo lugar",Delfino não visitou Peru,0,definite_description
"Anacleto visitou Jesualdo, Anacleto é a pessoa que visitou todo lugar",Jesualdo não visitou Azerbaijão,0,definite_description
"Andy visitou River, River é a pessoa que visitou todo mundo",Andy não visitou Pérsio,0,definite_description
"Mateus é a pessoa que visitou todo mundo, Andrei visitou Mateus",Andrei não visitou Aureliano,0,definite_description
"Antonelo é a pessoa que visitou todo lugar, Bryant visitou Antonelo",Antonelo não visitou Palau,1,definite_description
"Anis é a pessoa que visitou todo mundo, Anis visitou Alder",Anis não visitou Justin,1,definite_description
"Rói visitou Nataniel, Nataniel é a pessoa que visitou todo mundo",Nataniel não visitou Gerard,1,definite_description
"Markus é a pessoa que visitou todo lugar, River visitou Markus",River não visitou Somália,0,definite_description
"Gadiel visitou Mar, Gadiel é a pessoa que visitou todo lugar",Gadiel não visitou Guiné,1,definite_description
"Delmiro visitou Marcelo, Delmiro é a pessoa que visitou todo lugar",Marcelo não visitou Níger,0,definite_description
"Quiliano visitou Estefânio, Quiliano é a pessoa que visitou todo mundo",Quiliano não visitou Aitor,1,definite_description
"Mílton visitou Egídio, Mílton é a pessoa que visitou todo lugar",Egídio não visitou Ilhas Marechal,0,definite_description
"Dan é a pessoa que visitou todo lugar, Dan visitou Francisco de Borja",Dan não visitou Omã,1,definite_description
"Claro visitou Ivo, Claro é a pessoa que visitou todo lugar",Claro não visitou México,1,definite_description
"Noame visitou Adeodato, Noame é a pessoa que visitou todo lugar",Noame não visitou Maldivas,1,definite_description
"Rosano é a pessoa que visitou todo mundo, Rosano visitou Emídio",Rosano não visitou Fidélio,1,definite_description
"Alberico visitou Josias, Josias é a pessoa que visitou todo lugar",Alberico não visitou Listenstaine,0,definite_description
"Césaro é a pessoa que visitou todo mundo, Césaro visitou Naod",Césaro não visitou Cícero,1,definite_description
"Romão visitou Delmar, Delmar é a pessoa que visitou todo lugar",Romão não visitou Japão,0,definite_description
"Adrião visitou Eládio, Eládio é a pessoa que visitou todo mundo",Adrião não visitou Giovani,0,definite_description
"Micael é a pessoa que visitou todo lugar, Micael visitou Adorino",Micael não visitou Jamaica,1,definite_description
"Alfa é a pessoa que visitou todo mundo, Élson visitou Alfa",Élson não visitou Abiel,0,definite_description
"Isandro visitou Estéfano, Isandro é a pessoa que visitou todo mundo",Estéfano não visitou Antelmo,0,definite_description
"Humberto é a pessoa que visitou todo mundo, Aquira visitou Humberto",Aquira não visitou Eberardo,0,definite_description
"Abel é a pessoa que visitou todo lugar, Jorge visitou Abel",Jorge não visitou Iraque,0,definite_description
"Egil é a pessoa que visitou todo lugar, Egil visitou Cristian",Cristian não visitou Geórgia,0,definite_description
"Esteban visitou Mélvin, Esteban é a pessoa que visitou todo lugar",Esteban não visitou Venezuela,1,definite_description
"Eduíno visitou Cooper, Cooper é a pessoa que visitou todo lugar",Cooper não visitou Barbados,1,definite_description
"Carmério visitou Idriss, Carmério é a pessoa que visitou todo lugar",Carmério não visitou Líbia,1,definite_description
"Celso visitou Alfredo, Alfredo é a pessoa que visitou todo lugar",Alfredo não visitou Letónia,1,definite_description
"Guterre é a pessoa que visitou todo mundo, Jasão visitou Guterre",Jasão não visitou Flávio,0,definite_description
"Evandro é a pessoa que visitou todo mundo, Evandro visitou Finn",Finn não visitou Quaresma,0,definite_description
"Mathias é a pessoa que visitou todo lugar, Antero visitou Mathias",Antero não visitou Gana,0,definite_description
"Délcio é a pessoa que visitou todo lugar, Damas visitou Délcio",Délcio não visitou Letónia,1,definite_description
"Nero visitou Guadalberto, Guadalberto é a pessoa que visitou todo mundo",Nero não visitou Miqueias,0,definite_description
"Eugénio visitou Eliseu, Eugénio é a pessoa que visitou todo lugar",Eugénio não visitou Coreia do Norte,1,definite_description
"Elísio é a pessoa que visitou todo lugar, Margarido visitou Elísio",Elísio não visitou Camarões,1,definite_description
"Estácio é a pessoa que visitou todo lugar, Jacinto visitou Estácio",Jacinto não visitou Togo,0,definite_description
"Elói visitou Rodrigo, Elói é a pessoa que visitou todo lugar",Elói não visitou Vanuatu,1,definite_description
"Gerberto é a pessoa que visitou todo lugar, Robin visitou Gerberto",Robin não visitou Tanzânia,0,definite_description
"Deusdedito visitou Marcel, Marcel é a pessoa que visitou todo lugar",Deusdedito não visitou Nicarágua,0,definite_description
"Rigoberto visitou Adalberto, Rigoberto é a pessoa que visitou todo lugar",Rigoberto não visitou Zimbábue,1,definite_description
"Aires visitou Ethan, Aires é a pessoa que visitou todo lugar",Aires não visitou Cosovo,1,definite_description
"Anis é a pessoa que visitou todo mundo, Anis visitou Douglas",Douglas não visitou Martinho,0,definite_description
"Omar visitou Prado, Omar é a pessoa que visitou todo mundo",Omar não visitou Alexey,1,definite_description
"Rúdi visitou Leandro, Leandro é a pessoa que visitou todo mundo",Rúdi não visitou Jasmim,0,definite_description
"Jonas visitou Osmar, Jonas é a pessoa que visitou todo lugar",Osmar não visitou Etiópia,0,definite_description
"Livramento visitou Evêncio, Evêncio é a pessoa que visitou todo mundo",Livramento não visitou Alítio,0,definite_description
"Madate é a pessoa que visitou todo lugar, Madate visitou Richard",Madate não visitou Panamá,1,definite_description
"Marlon visitou Elzeário, Elzeário é a pessoa que visitou todo mundo",Marlon não visitou Billy,0,definite_description
"Madail é a pessoa que visitou todo lugar, Dimitri visitou Madail",Madail não visitou Barém,1,definite_description
"Evelácio visitou Melvin, Evelácio é a pessoa que visitou todo mundo",Evelácio não visitou Hunter,1,definite_description
"Frédérick é a pessoa que visitou todo mundo, Jack visitou Frédérick",Frédérick não visitou Madate,1,definite_description
"Eden é a pessoa que visitou todo mundo, Francis visitou Eden",Francis não visitou Gerberto,0,definite_description
"Davino é a pessoa que visitou todo lugar, Davino visitou Martin",Davino não visitou Eritreia,1,definite_description
"Indro é a pessoa que visitou todo mundo, Indro visitou Ademir",Ademir não visitou Alarico,0,definite_description
"de Assis visitou Antoine, de Assis é a pessoa que visitou todo mundo",de Assis não visitou Aguinaldo,1,definite_description
"Prudêncio visitou Rumi, Prudêncio é a pessoa que visitou todo mundo",Rumi não visitou Russel,0,definite_description
"Hélvio é a pessoa que visitou todo mundo, Aníbal visitou Hélvio",Aníbal não visitou Romeo,0,definite_description
"Alfredo visitou Asélio, Alfredo é a pessoa que visitou todo mundo",Alfredo não visitou Nói,1,definite_description
"Brígido é a pessoa que visitou todo lugar, Brígido visitou Oseias",Brígido não visitou Mianmar,1,definite_description
"Adriano é a pessoa que visitou todo lugar, Adriano visitou Emílio",Adriano não visitou Libéria,1,definite_description
"Ivanoel é a pessoa que visitou todo mundo, Ivanoel visitou Américo",Américo não visitou Eneias,0,definite_description
"Figo é a pessoa que visitou todo lugar, Figo visitou Pompeu",Pompeu não visitou Ucrânia,0,definite_description
"Anastácio visitou Ciro, Ciro é a pessoa que visitou todo lugar",Anastácio não visitou Ruanda,0,definite_description
"Dírio é a pessoa que visitou todo mundo, Dírio visitou Diniz",Diniz não visitou Abílio,0,definite_description
"Nicholas visitou Jarbas, Jarbas é a pessoa que visitou todo mundo",Jarbas não visitou Aléxis,1,definite_description
"Aldónio visitou Jaime, Aldónio é a pessoa que visitou todo lugar",Jaime não visitou Albânia,0,definite_description
"Leone é a pessoa que visitou todo mundo, Nemo visitou Leone",Leone não visitou Heliodoro,1,definite_description
"Delmiro visitou Miro, Delmiro é a pessoa que visitou todo mundo",Miro não visitou Delfim,0,definite_description
"Amândio visitou Lucas, Lucas é a pessoa que visitou todo mundo",Lucas não visitou Ernesto,1,definite_description
"Neil visitou Aly, Aly é a pessoa que visitou todo mundo",Neil não visitou Marcello,0,definite_description
"Marcílio visitou Orion, Marcílio é a pessoa que visitou todo mundo",Orion não visitou Ernest,0,definite_description
"Ruperto visitou Rubim, Rubim é a pessoa que visitou todo mundo",Rubim não visitou Didaco,1,definite_description
"Áquila é a pessoa que visitou todo mundo, Pracídio visitou Áquila",Pracídio não visitou Justo,0,definite_description
"Djalma é a pessoa que visitou todo lugar, Bárbaro visitou Djalma",Bárbaro não visitou Brunei,0,definite_description
"Cheng é a pessoa que visitou todo mundo, Dúnio visitou Cheng",Cheng não visitou Rio,1,definite_description
"Reeve é a pessoa que visitou todo lugar, Reeve visitou Antonino",Antonino não visitou Chile,0,definite_description
"Felício é a pessoa que visitou todo lugar, Dárcio visitou Felício",Dárcio não visitou Bielorrússia,0,definite_description
"Cristóforo visitou Jacob, Cristóforo é a pessoa que visitou todo lugar",Jacob não visitou Filipinas,0,definite_description
"Blake visitou Aminadabe, Aminadabe é a pessoa que visitou todo mundo",Blake não visitou Macário,0,definite_description
"Dionísio é a pessoa que visitou todo lugar, Baldomero visitou Dionísio",Baldomero não visitou Senegal,0,definite_description
"Herédio é a pessoa que visitou todo lugar, Herédio visitou Normano",Herédio não visitou Santa Lúcia,1,definite_description
"Matti é a pessoa que visitou todo mundo, Franco visitou Matti",Matti não visitou Mathys,1,definite_description
"Madaleno visitou Alvim, Alvim é a pessoa que visitou todo lugar",Madaleno não visitou Israel,0,definite_description
"Élton é a pessoa que visitou todo lugar, Élton visitou Principiano",Élton não visitou Sri Lanca,1,definite_description
"Mathieu visitou Mark, Mathieu é a pessoa que visitou todo lugar",Mathieu não visitou Cazaquistão,1,definite_description
"Jamie visitou Edson, Edson é a pessoa que visitou todo mundo",Edson não visitou Renan,1,definite_description
"Ernest é a pessoa que visitou todo mundo, do Rosário visitou Ernest",do Rosário não visitou Luciano,0,definite_description
"Pelágio é a pessoa que visitou todo lugar, Pelágio visitou Judá",Pelágio não visitou Argentina,1,definite_description
"Caíco visitou Alano, Alano é a pessoa que visitou todo lugar",Alano não visitou Lituânia,1,definite_description
"Almirodo visitou Corsino, Almirodo é a pessoa que visitou todo mundo",Corsino não visitou Bruno,0,definite_description
"Jordi visitou Estélio, Estélio é a pessoa que visitou todo lugar",Estélio não visitou Congo-Brazzaville,1,definite_description
"Jaime é a pessoa que visitou todo lugar, Jaime visitou dos Milagres",Jaime não visitou Sri Lanca,1,definite_description
"Celestino é a pessoa que visitou todo lugar, Deivid visitou Celestino",Deivid não visitou Marrocos,0,definite_description
"Richard é a pessoa que visitou todo lugar, Feliciano visitou Richard",Feliciano não visitou Tanzânia,0,definite_description
"Aléxio visitou Adalberto, Adalberto é a pessoa que visitou todo mundo",Adalberto não visitou Heitor,1,definite_description
"dos Anjos é a pessoa que visitou todo lugar, dos Anjos visitou Eustácio",dos Anjos não visitou Laus,1,definite_description
"Casimiro visitou Joselindo, Joselindo é a pessoa que visitou todo mundo",Joselindo não visitou Ralph,1,definite_description
"Christopher visitou Laurent, Laurent é a pessoa que visitou todo lugar",Christopher não visitou Seicheles,0,definite_description
"Nelmo é a pessoa que visitou todo mundo, Nelmo visitou Hendrix",Hendrix não visitou Arlindo,0,definite_description
"Balthazar visitou Paio, Balthazar é a pessoa que visitou todo lugar",Paio não visitou Japão,0,definite_description
"Dominic é a pessoa que visitou todo mundo, Abssilão visitou Dominic",Abssilão não visitou Marcel,0,definite_description
"Adonias visitou Phillip, Phillip é a pessoa que visitou todo lugar",Phillip não visitou Marrocos,1,definite_description
"Dâmaso visitou Jordan, Dâmaso é a pessoa que visitou todo mundo",Jordan não visitou Dulcínio,0,definite_description
"Filémon visitou Hemetério, Hemetério é a pessoa que visitou todo mundo",Hemetério não visitou Donato,1,definite_description
"Evelácio visitou Alberico, Alberico é a pessoa que visitou todo lugar",Evelácio não visitou Croácia,0,definite_description
"Justiniano visitou Nicholas, Nicholas é a pessoa que visitou todo lugar",Justiniano não visitou Gâmbia,0,definite_description
"Lok é a pessoa que visitou todo lugar, Lok visitou Agostinho",Lok não visitou Brasil,1,definite_description
"do Paraíso visitou Barnabé, Barnabé é a pessoa que visitou todo lugar",Barnabé não visitou Tailândia,1,definite_description
"Betino é a pessoa que visitou todo mundo, Denil visitou Betino",Denil não visitou Otacílio,0,definite_description
"Neóteles é a pessoa que visitou todo lugar, Neóteles visitou Melchior",Melchior não visitou Maurícia,0,definite_description
