sentence1,sentence2,label,label_form
"Perry has visited Fernando, Fernando is the person that has visited every place",Fernando didn't visit Djibouti,1,definite_description
"Corey is the person that has visited everyone, Francisco has visited Corey",Corey didn't visit Wade,1,definite_description
"Allan has visited Tracy, Tracy is the person that has visited every place",Allan didn't visit Democratic Republic of the Congo,0,definite_description
"Jamie has visited Alex, Alex is the person that has visited everyone",Alex didn't visit Rick,1,definite_description
"Hugh is the person that has visited every place, Carlos has visited Hugh",Hugh didn't visit Republic of the Congo,1,definite_description
"Cecil is the person that has visited every place, Ramon has visited Cecil",Ramon didn't visit Paraguay,0,definite_description
"Justin has visited Todd, Todd is the person that has visited every place",Todd didn't visit Eritrea,1,definite_description
"Peter has visited Mario, Peter is the person that has visited everyone",Peter didn't visit Tracy,1,definite_description
"Clayton is the person that has visited every place, Clayton has visited Billy",Clayton didn't visit Turkey,1,definite_description
"Carl has visited Charles, Charles is the person that has visited every place",Charles didn't visit Romania,1,definite_description
"Jimmy has visited Dale, Jimmy is the person that has visited everyone",Jimmy didn't visit Gary,1,definite_description
"Gerald is the person that has visited everyone, Gerald has visited Johnnie",Gerald didn't visit Raul,1,definite_description
"Gene has visited Tyrone, Tyrone is the person that has visited everyone",Gene didn't visit Jack,0,definite_description
"Dennis is the person that has visited everyone, Dennis has visited Fernando",Fernando didn't visit Vincent,0,definite_description
"Tommy has visited Gerald, Gerald is the person that has visited everyone",Tommy didn't visit Elmer,0,definite_description
"Mike has visited Christian, Christian is the person that has visited every place",Christian didn't visit South Africa,1,definite_description
"Bill has visited Tim, Bill is the person that has visited everyone",Tim didn't visit Ian,0,definite_description
"Jeremy has visited Dave, Dave is the person that has visited everyone",Dave didn't visit Duane,1,definite_description
"Gary is the person that has visited every place, Gary has visited Jerry",Gary didn't visit Malawi,1,definite_description
"Travis is the person that has visited everyone, Casey has visited Travis",Travis didn't visit Ryan,1,definite_description
"Kenneth is the person that has visited everyone, Kenneth has visited Armando",Kenneth didn't visit Alfred,1,definite_description
"Duane has visited Alfred, Duane is the person that has visited everyone",Alfred didn't visit Harold,0,definite_description
"Herbert has visited Oscar, Herbert is the person that has visited everyone",Herbert didn't visit Francis,1,definite_description
"Gordon is the person that has visited everyone, Roy has visited Gordon",Roy didn't visit Edward,0,definite_description
"Dwight is the person that has visited every place, Dwight has visited Allen",Allen didn't visit Georgia,0,definite_description
"Gene has visited Michael, Gene is the person that has visited every place",Gene didn't visit Morocco,1,definite_description
"Clayton is the person that has visited every place, Clayton has visited Franklin",Clayton didn't visit Papua New Guinea,1,definite_description
"Harry has visited Cory, Cory is the person that has visited every place",Cory didn't visit Austria,1,definite_description
"Joseph has visited Ricky, Joseph is the person that has visited everyone",Joseph didn't visit Juan,1,definite_description
"Morris is the person that has visited every place, Morris has visited Seth",Morris didn't visit Oman,1,definite_description
"Cody has visited Casey, Cody is the person that has visited everyone",Casey didn't visit Michael,0,definite_description
"Seth is the person that has visited every place, Brian has visited Seth",Seth didn't visit Mongolia,1,definite_description
"Edgar has visited Dave, Dave is the person that has visited everyone",Edgar didn't visit Ivan,0,definite_description
"Mathew has visited Chris, Mathew is the person that has visited everyone",Chris didn't visit Lloyd,0,definite_description
"Roland has visited Charles, Charles is the person that has visited every place",Charles didn't visit Saint Lucia,1,definite_description
"Charles has visited Christian, Christian is the person that has visited every place",Charles didn't visit Colombia,0,definite_description
"Dustin has visited Alex, Alex is the person that has visited everyone",Alex didn't visit Fred,1,definite_description
"Marion is the person that has visited every place, Ryan has visited Marion",Marion didn't visit Barbados,1,definite_description
"Benjamin has visited Jason, Benjamin is the person that has visited everyone",Benjamin didn't visit Zachary,1,definite_description
"Luis is the person that has visited everyone, Luis has visited Derek",Luis didn't visit Dustin,1,definite_description
"Stanley has visited Ray, Ray is the person that has visited every place",Stanley didn't visit Turkmenistan,0,definite_description
"Arnold has visited Ray, Arnold is the person that has visited every place",Arnold didn't visit Greece,1,definite_description
"Byron has visited Leroy, Leroy is the person that has visited everyone",Leroy didn't visit Derek,1,definite_description
"Thomas has visited Kyle, Thomas is the person that has visited every place",Kyle didn't visit Morocco,0,definite_description
"Jay is the person that has visited everyone, Jay has visited Curtis",Jay didn't visit Derrick,1,definite_description
"Darryl has visited Ramon, Darryl is the person that has visited everyone",Ramon didn't visit Scott,0,definite_description
"Kent is the person that has visited everyone, Kent has visited Charlie",Kent didn't visit Justin,1,definite_description
"Felix is the person that has visited everyone, Felix has visited Tracy",Felix didn't visit Jorge,1,definite_description
"Randall has visited Jeremy, Jeremy is the person that has visited everyone",Jeremy didn't visit Lonnie,1,definite_description
"Lewis has visited Mathew, Lewis is the person that has visited every place",Mathew didn't visit Marshall Islands,0,definite_description
"Joseph has visited Wesley, Wesley is the person that has visited every place",Wesley didn't visit Honduras,1,definite_description
"Alfred is the person that has visited every place, Alfred has visited Frederick",Alfred didn't visit Angola,1,definite_description
"Guy has visited Clifford, Guy is the person that has visited every place",Clifford didn't visit Tonga,0,definite_description
"Gary has visited Danny, Gary is the person that has visited everyone",Gary didn't visit Ernest,1,definite_description
"Jason is the person that has visited everyone, Troy has visited Jason",Troy didn't visit Gordon,0,definite_description
"Darrell has visited Joe, Joe is the person that has visited everyone",Joe didn't visit Daniel,1,definite_description
"Gregory has visited Ross, Ross is the person that has visited everyone",Ross didn't visit Jeffery,1,definite_description
"Kelly has visited Marcus, Marcus is the person that has visited every place",Marcus didn't visit El Salvador,1,definite_description
"Darren has visited Alan, Alan is the person that has visited every place",Alan didn't visit Liberia,1,definite_description
"Jamie has visited Warren, Jamie is the person that has visited every place",Jamie didn't visit Brunei,1,definite_description
"Barry has visited Roberto, Roberto is the person that has visited everyone",Barry didn't visit Phillip,0,definite_description
"Jordan has visited Scott, Scott is the person that has visited every place",Jordan didn't visit Palestine,0,definite_description
"Ronald has visited Pedro, Pedro is the person that has visited everyone",Ronald didn't visit Phillip,0,definite_description
"Jaime is the person that has visited everyone, Ted has visited Jaime",Ted didn't visit Theodore,0,definite_description
"Stanley has visited Gregory, Stanley is the person that has visited everyone",Gregory didn't visit Ross,0,definite_description
"Raymond has visited Gabriel, Gabriel is the person that has visited everyone",Gabriel didn't visit Jacob,1,definite_description
"Samuel is the person that has visited everyone, Samuel has visited Eugene",Samuel didn't visit Brett,1,definite_description
"Tim is the person that has visited every place, Tim has visited Kevin",Kevin didn't visit France,0,definite_description
"Dwight has visited Tony, Tony is the person that has visited everyone",Dwight didn't visit Antonio,0,definite_description
"Herman is the person that has visited every place, Thomas has visited Herman",Thomas didn't visit Saint Kitts & Nevis,0,definite_description
"Leroy is the person that has visited everyone, Leroy has visited Jimmie",Jimmie didn't visit Leonard,0,definite_description
"Larry has visited Thomas, Larry is the person that has visited everyone",Thomas didn't visit Roberto,0,definite_description
"Jeffery is the person that has visited every place, Jeffery has visited Freddie",Jeffery didn't visit North Korea,1,definite_description
"Max has visited Fernando, Fernando is the person that has visited every place",Fernando didn't visit United States,1,definite_description
"Edward has visited Christopher, Christopher is the person that has visited every place",Christopher didn't visit Burkina,1,definite_description
"Brent is the person that has visited everyone, Steven has visited Brent",Steven didn't visit Bryan,0,definite_description
"Duane has visited Chad, Chad is the person that has visited everyone",Chad didn't visit Ron,1,definite_description
"Ray has visited Bernard, Ray is the person that has visited every place",Ray didn't visit Maldives,1,definite_description
"Dwayne has visited Neil, Neil is the person that has visited every place",Neil didn't visit Argentina,1,definite_description
"Melvin is the person that has visited every place, Timothy has visited Melvin",Timothy didn't visit Italy,0,definite_description
"Darryl has visited Joshua, Joshua is the person that has visited everyone",Darryl didn't visit Johnny,0,definite_description
"Howard is the person that has visited every place, Howard has visited Gabriel",Howard didn't visit Nauru,1,definite_description
"Juan is the person that has visited every place, Ralph has visited Juan",Ralph didn't visit Liechtenstein,0,definite_description
"Wayne is the person that has visited every place, Milton has visited Wayne",Milton didn't visit Netherlands,0,definite_description
"Antonio has visited Bill, Bill is the person that has visited everyone",Bill didn't visit Ross,1,definite_description
"Joe is the person that has visited every place, Kevin has visited Joe",Kevin didn't visit Kiribati,0,definite_description
"Terry has visited Wade, Terry is the person that has visited every place",Wade didn't visit Malaysia,0,definite_description
"Dwight is the person that has visited everyone, Dwight has visited Jesse",Jesse didn't visit Andrew,0,definite_description
"Nathaniel has visited Alberto, Nathaniel is the person that has visited everyone",Alberto didn't visit Lloyd,0,definite_description
"Jacob is the person that has visited everyone, Floyd has visited Jacob",Jacob didn't visit Alvin,1,definite_description
"Sam is the person that has visited everyone, Sam has visited Phillip",Phillip didn't visit Patrick,0,definite_description
"Leroy has visited Steve, Leroy is the person that has visited everyone",Steve didn't visit Warren,0,definite_description
"Jordan is the person that has visited everyone, Ian has visited Jordan",Jordan didn't visit Barry,1,definite_description
"Lawrence has visited Stephen, Lawrence is the person that has visited everyone",Lawrence didn't visit Leroy,1,definite_description
"Lloyd has visited Martin, Lloyd is the person that has visited every place",Martin didn't visit Niger,0,definite_description
"Leslie has visited Franklin, Franklin is the person that has visited everyone",Leslie didn't visit Lewis,0,definite_description
"John is the person that has visited every place, Theodore has visited John",John didn't visit Paraguay,1,definite_description
"Louis is the person that has visited every place, Louis has visited Marc",Marc didn't visit Monaco,0,definite_description
"Matthew has visited David, Matthew is the person that has visited every place",Matthew didn't visit Austria,1,definite_description
"Eric is the person that has visited every place, Eric has visited Jessie",Eric didn't visit Togo,1,definite_description
"Jared has visited Lloyd, Lloyd is the person that has visited everyone",Jared didn't visit Wade,0,definite_description
"Ronald is the person that has visited everyone, Derrick has visited Ronald",Ronald didn't visit Jorge,1,definite_description
"Sam is the person that has visited every place, Bobby has visited Sam",Bobby didn't visit Central African Republic,0,definite_description
"Jason is the person that has visited every place, Joel has visited Jason",Joel didn't visit Ecuador,0,definite_description
"Fernando has visited Mark, Mark is the person that has visited everyone",Fernando didn't visit Casey,0,definite_description
"Frank has visited Max, Max is the person that has visited everyone",Max didn't visit Harry,1,definite_description
"Manuel has visited Freddie, Manuel is the person that has visited every place",Manuel didn't visit Comoros,1,definite_description
"Kevin has visited Salvador, Salvador is the person that has visited every place",Salvador didn't visit Chad,1,definite_description
"Earl has visited Jesus, Jesus is the person that has visited every place",Earl didn't visit São Tomé & Prícipe,0,definite_description
"Lloyd is the person that has visited every place, Lloyd has visited Larry",Larry didn't visit Sierra Leone,0,definite_description
"Leslie is the person that has visited every place, Ian has visited Leslie",Ian didn't visit Bolivia,0,definite_description
"Jason is the person that has visited everyone, Jason has visited Phillip",Jason didn't visit Brian,1,definite_description
"Gilbert is the person that has visited every place, Troy has visited Gilbert",Gilbert didn't visit Central African Republic,1,definite_description
"Cecil is the person that has visited everyone, Cecil has visited Barry",Barry didn't visit Lester,0,definite_description
"Pedro has visited Felix, Pedro is the person that has visited everyone",Pedro didn't visit Ralph,1,definite_description
"Lance is the person that has visited everyone, Lance has visited Kenneth",Kenneth didn't visit Walter,0,definite_description
"Karl is the person that has visited every place, Karl has visited Bradley",Bradley didn't visit Kazakhstan,0,definite_description
"Marcus has visited Johnny, Johnny is the person that has visited everyone",Johnny didn't visit Arthur,1,definite_description
"Tim is the person that has visited everyone, Micheal has visited Tim",Micheal didn't visit Clifford,0,definite_description
"Juan is the person that has visited everyone, Tim has visited Juan",Juan didn't visit Phillip,1,definite_description
"Jimmie is the person that has visited everyone, Jimmie has visited Nathaniel",Nathaniel didn't visit Kevin,0,definite_description
"Bob has visited Lee, Bob is the person that has visited everyone",Bob didn't visit Scott,1,definite_description
"Victor is the person that has visited every place, Victor has visited Elmer",Victor didn't visit Portugal,1,definite_description
"Aaron is the person that has visited everyone, Floyd has visited Aaron",Floyd didn't visit Kirk,0,definite_description
"Darrell has visited Clyde, Clyde is the person that has visited everyone",Clyde didn't visit Claude,1,definite_description
"Frederick has visited Phillip, Frederick is the person that has visited every place",Phillip didn't visit Angola,0,definite_description
"Chad has visited Andy, Chad is the person that has visited every place",Chad didn't visit Libya,1,definite_description
"Arnold is the person that has visited everyone, Arnold has visited Vernon",Vernon didn't visit Guy,0,definite_description
"Sam is the person that has visited everyone, Sam has visited Bruce",Bruce didn't visit Ralph,0,definite_description
"Morris is the person that has visited every place, Morris has visited Vincent",Vincent didn't visit Kyrgyzstan,0,definite_description
"William has visited Ronnie, William is the person that has visited every place",William didn't visit Serbia,1,definite_description
"Mitchell is the person that has visited everyone, Mathew has visited Mitchell",Mathew didn't visit Ernest,0,definite_description
"Don is the person that has visited every place, Charlie has visited Don",Don didn't visit Bosnia & Herzegovinia,1,definite_description
"Scott is the person that has visited everyone, Thomas has visited Scott",Thomas didn't visit Ryan,0,definite_description
"Dean is the person that has visited every place, Dean has visited Duane",Duane didn't visit Qatar,0,definite_description
"Antonio is the person that has visited every place, Antonio has visited Milton",Milton didn't visit Nigeria,0,definite_description
"Arthur is the person that has visited every place, Lawrence has visited Arthur",Lawrence didn't visit Qatar,0,definite_description
"Willard has visited Melvin, Willard is the person that has visited everyone",Melvin didn't visit Darrell,0,definite_description
"Brent is the person that has visited everyone, Brent has visited Norman",Norman didn't visit John,0,definite_description
"Hector is the person that has visited everyone, Hector has visited Patrick",Hector didn't visit Carl,1,definite_description
"Matthew is the person that has visited every place, Allen has visited Matthew",Allen didn't visit Algeria,0,definite_description
"Gregory has visited Dean, Gregory is the person that has visited everyone",Dean didn't visit Russell,0,definite_description
"Jack is the person that has visited every place, Ron has visited Jack",Jack didn't visit Lebanon,1,definite_description
"Wallace has visited Francis, Francis is the person that has visited every place",Francis didn't visit India,1,definite_description
"Danny has visited Kurt, Kurt is the person that has visited every place",Kurt didn't visit Samoa,1,definite_description
"Isaac has visited Ryan, Ryan is the person that has visited every place",Ryan didn't visit France,1,definite_description
"Aaron is the person that has visited every place, Aaron has visited Russell",Aaron didn't visit Rwanda,1,definite_description
"Jerry is the person that has visited everyone, Lonnie has visited Jerry",Lonnie didn't visit Milton,0,definite_description
"Clifford has visited Jamie, Jamie is the person that has visited everyone",Jamie didn't visit Sean,1,definite_description
"Richard is the person that has visited everyone, Roland has visited Richard",Richard didn't visit Marcus,1,definite_description
"Willie has visited Allan, Allan is the person that has visited everyone",Willie didn't visit Harold,0,definite_description
"Kenneth has visited Ernest, Ernest is the person that has visited everyone",Kenneth didn't visit Nelson,0,definite_description
"Gordon is the person that has visited every place, Jose has visited Gordon",Gordon didn't visit Sierra Leone,1,definite_description
"Raul has visited Frederick, Raul is the person that has visited every place",Raul didn't visit Belize,1,definite_description
"Bruce has visited Wesley, Wesley is the person that has visited everyone",Bruce didn't visit Jerome,0,definite_description
"Casey is the person that has visited everyone, Casey has visited Calvin",Casey didn't visit Edward,1,definite_description
"Herbert is the person that has visited everyone, Glen has visited Herbert",Glen didn't visit Micheal,0,definite_description
"Eric is the person that has visited every place, David has visited Eric",David didn't visit Guinea-Bissau,0,definite_description
"Allen has visited Derrick, Allen is the person that has visited everyone",Allen didn't visit Jerry,1,definite_description
"Milton has visited Ray, Milton is the person that has visited every place",Ray didn't visit United Arab Emirates,0,definite_description
"Jonathan is the person that has visited everyone, Jeffery has visited Jonathan",Jeffery didn't visit Harold,0,definite_description
"Aaron is the person that has visited every place, Javier has visited Aaron",Javier didn't visit Togo,0,definite_description
"Marcus is the person that has visited every place, Marcus has visited Marion",Marcus didn't visit United Arab Emirates,1,definite_description
"Ross is the person that has visited everyone, Bruce has visited Ross",Ross didn't visit Eddie,1,definite_description
"Ryan is the person that has visited everyone, Brad has visited Ryan",Brad didn't visit Rodney,0,definite_description
"Shane is the person that has visited every place, Shane has visited Ken",Shane didn't visit Bulgaria,1,definite_description
"Steve is the person that has visited everyone, Julio has visited Steve",Steve didn't visit Steven,1,definite_description
"Donald is the person that has visited everyone, Donald has visited Leroy",Donald didn't visit Manuel,1,definite_description
"Jeffery is the person that has visited everyone, Jeffery has visited Bruce",Jeffery didn't visit Randy,1,definite_description
"Tim has visited Calvin, Calvin is the person that has visited everyone",Calvin didn't visit Pedro,1,definite_description
"Miguel is the person that has visited everyone, Fernando has visited Miguel",Fernando didn't visit Bobby,0,definite_description
"Enrique has visited Wallace, Wallace is the person that has visited everyone",Enrique didn't visit Maurice,0,definite_description
"Clayton has visited Terrance, Terrance is the person that has visited everyone",Clayton didn't visit Roger,0,definite_description
"Dan has visited Patrick, Patrick is the person that has visited every place",Patrick didn't visit Bhutan,1,definite_description
"Gary has visited Casey, Gary is the person that has visited everyone",Gary didn't visit Philip,1,definite_description
"Franklin is the person that has visited every place, Marion has visited Franklin",Marion didn't visit Syria,0,definite_description
"Earl has visited Harry, Harry is the person that has visited everyone",Earl didn't visit Clarence,0,definite_description
"Norman has visited Alberto, Norman is the person that has visited everyone",Norman didn't visit Max,1,definite_description
"Jorge is the person that has visited every place, Jorge has visited Jimmy",Jorge didn't visit Finland,1,definite_description
"Leonard is the person that has visited everyone, Leonard has visited Joshua",Leonard didn't visit Francisco,1,definite_description
"Edgar is the person that has visited everyone, Edgar has visited Clifford",Clifford didn't visit Julian,0,definite_description
"Enrique is the person that has visited everyone, Greg has visited Enrique",Enrique didn't visit Todd,1,definite_description
"Sidney is the person that has visited everyone, Bryan has visited Sidney",Sidney didn't visit Ronald,1,definite_description
"Alex has visited Reginald, Reginald is the person that has visited everyone",Alex didn't visit Brian,0,definite_description
"Everett has visited Terrance, Terrance is the person that has visited everyone",Everett didn't visit Justin,0,definite_description
"Hector is the person that has visited every place, Clarence has visited Hector",Hector didn't visit Equatorial Guinea,1,definite_description
"Calvin is the person that has visited every place, Calvin has visited Dwight",Calvin didn't visit Monaco,1,definite_description
"Cody is the person that has visited everyone, Cody has visited George",George didn't visit Mike,0,definite_description
"Tyrone has visited Kevin, Kevin is the person that has visited every place",Kevin didn't visit Gambia,1,definite_description
"Stanley has visited Jack, Stanley is the person that has visited everyone",Stanley didn't visit Gabriel,1,definite_description
"Gordon has visited Tracy, Tracy is the person that has visited every place",Tracy didn't visit Honduras,1,definite_description
"Joel is the person that has visited every place, Oscar has visited Joel",Oscar didn't visit Dominican Republic,0,definite_description
"Martin is the person that has visited everyone, Casey has visited Martin",Casey didn't visit Carlos,0,definite_description
"Marshall is the person that has visited everyone, Gary has visited Marshall",Gary didn't visit Jay,0,definite_description
"Mathew has visited Ted, Mathew is the person that has visited every place",Mathew didn't visit Kenya,1,definite_description
"Julian is the person that has visited everyone, Miguel has visited Julian",Miguel didn't visit Cory,0,definite_description
"Danny is the person that has visited everyone, Danny has visited Tim",Tim didn't visit John,0,definite_description
"Victor is the person that has visited everyone, Christian has visited Victor",Christian didn't visit Earl,0,definite_description
"Ted has visited Kenneth, Ted is the person that has visited everyone",Kenneth didn't visit Paul,0,definite_description
"Isaac is the person that has visited every place, Daniel has visited Isaac",Isaac didn't visit Angola,1,definite_description
"Russell has visited Wayne, Russell is the person that has visited everyone",Russell didn't visit Jon,1,definite_description
"Curtis has visited Ronald, Ronald is the person that has visited everyone",Curtis didn't visit Harvey,0,definite_description
"Derrick has visited Anthony, Derrick is the person that has visited everyone",Derrick didn't visit Alan,1,definite_description
"Willard is the person that has visited everyone, Willard has visited Rafael",Willard didn't visit Jorge,1,definite_description
"Bruce is the person that has visited every place, Bruce has visited Perry",Perry didn't visit New Zealand,0,definite_description
"Bruce is the person that has visited every place, Jared has visited Bruce",Bruce didn't visit Dominica,1,definite_description
"Dennis has visited Terrence, Terrence is the person that has visited everyone",Terrence didn't visit Andy,1,definite_description
"Jerry has visited Craig, Jerry is the person that has visited every place",Craig didn't visit Morocco,0,definite_description
"Floyd is the person that has visited every place, Floyd has visited Curtis",Curtis didn't visit Kuwait,0,definite_description
"Edward is the person that has visited everyone, Harvey has visited Edward",Harvey didn't visit Dennis,0,definite_description
"Travis is the person that has visited every place, Hector has visited Travis",Travis didn't visit Paraguay,1,definite_description
"Darren has visited Jerry, Jerry is the person that has visited every place",Jerry didn't visit Bhutan,1,definite_description
"Jesse has visited Chester, Chester is the person that has visited everyone",Chester didn't visit William,1,definite_description
"Guy has visited Russell, Guy is the person that has visited every place",Russell didn't visit Macedonia,0,definite_description
"Andy is the person that has visited every place, Tyrone has visited Andy",Andy didn't visit South Sudan,1,definite_description
"Javier is the person that has visited every place, Ken has visited Javier",Ken didn't visit Angola,0,definite_description
"Marshall is the person that has visited everyone, Marshall has visited Kirk",Kirk didn't visit Gerald,0,definite_description
"Scott has visited Hugh, Scott is the person that has visited every place",Hugh didn't visit Azerbaijan,0,definite_description
"Andy has visited Christian, Christian is the person that has visited every place",Andy didn't visit Poland,0,definite_description
"Ramon is the person that has visited everyone, Sidney has visited Ramon",Ramon didn't visit Marcus,1,definite_description
"Jesse is the person that has visited every place, Alexander has visited Jesse",Alexander didn't visit Guinea-Bissau,0,definite_description
"Roland has visited Neil, Roland is the person that has visited every place",Roland didn't visit Netherlands,1,definite_description
"Rick is the person that has visited every place, Micheal has visited Rick",Micheal didn't visit Solomon Islands,0,definite_description
"Manuel is the person that has visited everyone, Joel has visited Manuel",Joel didn't visit Gregory,0,definite_description
"Harvey is the person that has visited every place, Harvey has visited John",Harvey didn't visit Jordan,1,definite_description
"Bernard is the person that has visited every place, Bernard has visited Ricky",Ricky didn't visit Antigua & Barbuda,0,definite_description
"Joshua has visited Calvin, Joshua is the person that has visited everyone",Calvin didn't visit Bill,0,definite_description
"Harold is the person that has visited everyone, Harold has visited Maurice",Harold didn't visit Francisco,1,definite_description
"Frank has visited Elmer, Elmer is the person that has visited every place",Elmer didn't visit Saint Kitts & Nevis,1,definite_description
"Milton has visited Alan, Alan is the person that has visited everyone",Alan didn't visit Nathan,1,definite_description
"Franklin is the person that has visited everyone, Franklin has visited Russell",Franklin didn't visit Dean,1,definite_description
"Eric is the person that has visited everyone, Ken has visited Eric",Ken didn't visit Jamie,0,definite_description
"Adrian is the person that has visited every place, Adrian has visited Samuel",Samuel didn't visit Austria,0,definite_description
"Brett has visited Rick, Rick is the person that has visited everyone",Brett didn't visit Clinton,0,definite_description
"Antonio has visited Floyd, Antonio is the person that has visited every place",Floyd didn't visit Belgium,0,definite_description
"Darrell is the person that has visited everyone, Darrell has visited Harry",Darrell didn't visit Marshall,1,definite_description
"Manuel is the person that has visited every place, Alan has visited Manuel",Manuel didn't visit Iceland,1,definite_description
"Sidney is the person that has visited everyone, Sidney has visited Harvey",Harvey didn't visit Johnnie,0,definite_description
"Miguel is the person that has visited everyone, Adam has visited Miguel",Miguel didn't visit Jim,1,definite_description
"Andy is the person that has visited everyone, Andy has visited Chris",Andy didn't visit Tommy,1,definite_description
"Raul is the person that has visited everyone, Eric has visited Raul",Raul didn't visit Alex,1,definite_description
"Floyd is the person that has visited everyone, Floyd has visited Corey",Floyd didn't visit Ricky,1,definite_description
