sentence1,sentence2,label
"Marion is as tall as Clayton , Clayton is as tall as Leon , Leon is as tall as Norman , Norman is as tall as Luis , Luis is as tall as Angel , Angel is as tall as Dwight , Dwight is as tall as Jeremy , Jeremy is as tall as Wayne , Wayne is taller than Cory",Norman is taller than Cory,0
Everyone has visited every person and every place,Ross didn't visit Azerbaijan,1
"Earl is taller than Walter, Marshall, Mathew and Ruben , Julian is as tall as Earl",Julian is taller than Marshall,0
"Tom has visited Cabo, Harry has visited New Zealand, Patrick has visited Switzerland, Leonard has visited Liechtenstein, Herman has visited Azerbaijan, Keith has visited Somalia",Harry didn't visit Finland,0
"Ryan is taller than Kenneth, Gabriel, Harold, Everett and Roland , Eugene is as tall as Ryan",Eugene is taller than Gabriel,0
"Brad has visited Indonesia, Alan has visited Moldova, Darrell has visited Uganda, Walter has visited Panama, Ernest has visited United Kingdom, Arnold has visited Vietnam, Cody has visited Switzerland, Harry has visited Russia, Marvin has visited Sri Lanka, Bob has visited Australia",Darrell didn't visit Morocco,0
"Chester, Darren, Don, Adrian, Lloyd, Bob, Jose, Bernard, Dave, Ivan, Vernon, William, Ronnie, Ralph, Anthony, Philip, Jordan, Andre, Javier and Edwin have visited Lithuania",Jordan didn't visit Hungary,0
"Ramon is taller than Mitchell , Mitchell is taller than Rick , Rick is taller than Adrian , Adrian is taller than Arthur",Mitchell is taller than Adrian,0
"Derek has visited South Africa, Jacob has visited Namibia, William has visited Macedonia, Clifton has visited United States, Byron has visited Poland, Harvey has visited Spain, Edgar has visited Guinea, Vernon has visited Belgium, Anthony has visited United Arab Emirates",William didn't visit Macedonia,1
"Marshall is the person that has visited every place, Marshall has visited Theodore",Marshall didn't visit Brunei,1
"Franklin, Francisco, Curtis, Michael, Freddie, Derek, Chris, Kelly, Salvador, Lewis, Randy, Aaron and Guy have visited Singapore",Guy didn't visit Singapore,1
"Marshall has visited Leo, Marshall is the person that has visited every place",Leo didn't visit Maldives,0
"Douglas has visited United Kingdom, Luis has visited Norway, Arnold has visited Austria, Cody has visited Seychelles, Willie has visited Switzerland, Glen has visited India, Leo has visited Andorra, Julian has visited São Tomé & Prícipe, Eric has visited Colombia, Morris has visited Eswatini, Billy has visited Tanzania",Glen didn't visit Vanuatu,0
"Alfredo has visited Tuvalu, Johnnie has visited Turkey",Johnnie didn't visit Turkey,1
"Salvador has visited Cyprus, Daniel has visited Cameroon",Salvador didn't visit Cyprus,1
"Bryan has visited Iceland, Sean has visited Mongolia, Vincent has visited Senegal, Guy has visited France, Philip has visited Saint Lucia, Terrence has visited Democratic Republic of the Congo, Maurice has visited Papua New Guinea, Alexander has visited Burkina",Vincent didn't visit Libya,0
"Ernest is taller than Francis , Francis is taller than Ralph , Ralph is taller than Sidney , Sidney is taller than Alfredo , Alfredo is taller than Lewis , Lewis is taller than Bryan , Bryan is taller than Kent , Kent is taller than Ben",Ralph is taller than Ernest,1
Everyone has visited every place,Ian didn't visit Bryan,0
"Chris has visited Clarence, Chris is the person that has visited every place",Clarence didn't visit Cabo,0
Kenneth has visited only twenty-five places and only eight people,"Kenneth has visited Albert, Vincent, Jordan, Franklin, Tom, Freddie, Randy, Harold and Randall",1
"Tyler is the person that has visited everyone, Tyler has visited Nelson",Tyler didn't visit Roy,1
"Ralph has visited Latvia, Palestine, Nepal, Libya, Thailand, South Africa, Madagascar, Burkina, Jordan, Vanuatu, Mexico and Philippines",Ralph didn't visit Jordan,1
Everyone has visited every person and every place,Mark didn't visit Estonia,1
"Wayne is the person that has visited every place, Wayne has visited Troy",Wayne didn't visit Antigua & Barbuda,1
"Melvin has visited Norway, Mauritius, Mali, Ecuador, Mauritania, Liechtenstein and Palau",Melvin didn't visit Ecuador,1
"Charles has visited Benin, United Arab Emirates, Estonia, Oman and Denmark",Charles didn't visit Gambia,0
"Johnnie has visited Myanmar, Fiji, Dominican Republic, Canada, Cabo, Brazil, Solomon Islands, Netherlands, Spain and Monaco",Johnnie didn't visit Netherlands,1
"Robert has visited Cecil, Robert is the person that has visited everyone",Cecil didn't visit Darrell,0
"Dwayne, Mathew, Rafael, Adam, Kirk, Ricardo, Peter, Russell, Claude, Willard, Joseph, Stanley, Hector, Johnnie and Nelson have visited Honduras",Russell didn't visit Honduras,1
"Calvin is taller than Angel , Angel is taller than Brent , Brent is taller than Reginald , Reginald is taller than Scott , Scott is taller than Edgar , Edgar is taller than Paul , Paul is taller than Benjamin , Benjamin is taller than Albert , Albert is taller than Darren",Benjamin is taller than Scott,1
Bobby has visited only twenty-nine people,"Bobby has visited Sean, Clyde, Marcus, Glen, Steven, Jeffrey, Kelly, Milton, Matthew, Eugene, Dave, Dean, Gregory, Leo, Bradley, Bryan, Darren, Benjamin, Karl, Cecil, Barry, Dwight, Vernon, Billy, Tom, Ruben, Floyd, Jack, Duane and Felix",1
Everyone has visited every place,Rafael didn't visit Jack,0
"Eduardo has visited Kosovo, Richard has visited Saint Vincent & the Grenadines, Raymond has visited Palau, Sam has visited Kyrgyzstan, Leon has visited Dominica, Terrence has visited Papua New Guinea, Roy has visited Brunei, Stephen has visited Canada",Richard didn't visit Saint Vincent & the Grenadines,1
"Carlos has visited Estonia, Dean has visited Switzerland, Joel has visited São Tomé & Prícipe, Jesus has visited Eritrea, Jack has visited Liberia",Dean didn't visit Belgium,0
"Seth has visited Somalia, Perry has visited Comoros, Chris has visited Laos, Rene has visited Myanmar, Gene has visited Sudan, Dave has visited Zambia, Hugh has visited Netherlands",Seth didn't visit Grenada,0
"Willie has visited Democratic Republic of the Congo, Randall has visited Cambodia, Kyle has visited Lithuania, Floyd has visited Vietnam, William has visited Peru, Bobby has visited Indonesia, Willard has visited United Arab Emirates, Michael has visited Cuba, Leonard has visited Latvia, Lawrence has visited Thailand, Dwight has visited Marshall Islands",Willard didn't visit Italy,0
Salvador has visited only twenty-four places and only twenty-one people,"Salvador has visited Barry, Gilbert, Byron, Ricky and William",0
"Lonnie has visited Burundi, Everett has visited Andorra, Hector has visited Bolivia, Steven has visited Botswana, Lester has visited Liechtenstein, Calvin has visited Brunei",Everett didn't visit Andorra,1
Mark has visited only seventeen places and only two people,"Mark has visited Monaco, Suriname, Zimbabwe, Belize, Mozambique, Burkina, Zambia, Gambia, Bulgaria, South Sudan, Papua New Guinea, Eswatini, Belgium, Marshall Islands, Austria, Eritrea, Syria and Algeria",1
"Terrence has visited Grenada, Kelly has visited Sri Lanka, Duane has visited Morocco, Dustin has visited Chile, Tom has visited India, Adam has visited Suriname, Lee has visited Jamaica, Hugh has visited Central African Republic, Mario has visited Eritrea, Sidney has visited Oman, Louis has visited Tuvalu",Adam didn't visit Suriname,1
"Harry is taller than Jeffery, Anthony, Nicholas, Clayton and Kelly , Jeremy is as tall as Harry",Anthony is taller than Jeremy,1
Everyone has visited every place,Derrick didn't visit Gene,0
"Earl has visited Timor-Leste, David has visited Palestine, Floyd has visited Sri Lanka, Aaron has visited Monaco, Randall has visited South Korea",David didn't visit Belarus,0
"Harry has visited Guyana, Hungary, Brunei and Iran",Harry didn't visit Hungary,1
Everyone has visited every place,Mario didn't visit Bosnia & Herzegovinia,1
"Charlie, Frederick and Jared have visited Bhutan",Ted didn't visit Bhutan,0
"Jim has visited Canada, Ghana, Syria, Mauritius, Iraq, Albania, Uzbekistan, Ukraine, Angola, Samoa, Somalia, Laos, Greece, Belarus and Germany",Jeremy didn't visit Uzbekistan,0
"Tommy is as tall as Clyde , Clyde is as tall as Bobby , Bobby is as tall as Greg , Greg is as tall as Mike , Mike is as tall as John , John is as tall as Salvador , Salvador is taller than Keith",Keith is taller than Mike,1
"Everyone has visited Panama, Switzerland, Djibouti, El Salvador, Chile, South Sudan, Tanzania, Uruguay, Solomon Islands, San Mmarino, Bulgaria, Nicaragua, Belgium and Moldova",Adam didn't visit Solomon Islands,1
Neil has visited only twenty-seven people,"Neil has visited Earl, Claude, Greg, Mike, Micheal, Pedro, Leonard, Jordan, Frank, Ramon, Marcus, Derrick, Craig, Nathaniel, Darryl, Reginald, Ronnie, Chester, Ricardo, Jessie, Karl, Joel, Aaron, Charles, Jason, Alfred, Derek and Johnnie",1
"Ray is taller than Derrick, Scott, Harvey and Norman , Pedro is as tall as Ray",Scott is taller than Pedro,1
"Alfredo has visited Uganda, Harold has visited Vatican City, Ivan has visited Suriname, Eduardo has visited Peru, Theodore has visited Chile, Henry has visited Latvia, Steve has visited Qatar, Phillip has visited Macedonia, Dwayne has visited Afghanistan, Jaime has visited Liechtenstein, Jessie has visited Pakistan",Alfredo didn't visit Uganda,1
"Theodore has visited Japan, Mario has visited Canada, Donald has visited Cameroon, Jaime has visited Bulgaria, Roberto has visited Malta, Johnny has visited Barbados",Donald didn't visit Cameroon,1
"Chad is taller than Nelson, Leroy, Sam, Clinton and Chester , Chad is as tall as Eric",Clinton is taller than Eric,1
"William, Gordon, Peter, Herbert, Roland, Rene and Brian have visited Sierra Leone",Brian didn't visit Sierra Leone,1
"Bob is taller than Nathan , Nathan is taller than Richard , Richard is taller than Dennis , Dennis is taller than Gilbert",Bob is taller than Gilbert,0
"Herman is the person that has visited every place, Herman has visited William",William didn't visit Andorra,0
Someone has visited every person and every place,Francisco didn't visit Bill,0
Jamie has visited only four places and only four people,Jamie has visited Gordon,0
Everyone has visited every place,Warren didn't visit Brazil,1
Jesus has visited only thirty places,"Jesus has visited Iran, France, Moldova, Federated States of Micronesia, Zimbabwe, Eswatini, Afghanistan, Kiribati, Singapore and Vatican City",0
Everyone has visited every place,Vincent didn't visit Neil,0
Angel has visited only two people,"Angel has visited Virgil, Cody and Chris",1
Casey has visited only fifteen people,"Casey has visited Hugh, Ian, Leslie, Patrick, Kyle, Mario, Joshua, Kelly, Roger, Miguel, Greg, Sam, Cecil, Earl, Russell and Melvin",1
"Dale has visited Kosovo, Kevin has visited Cyprus, Randall has visited Gabon, Andrew has visited Vatican City, Duane has visited Czech Republic, Bryan has visited South Africa, Jon has visited Albania, Gordon has visited Mauritius, Sidney has visited Timor-Leste, Anthony has visited Myanmar, Adam has visited Cameroon",Duane didn't visit Czech Republic,1
"Tyrone has visited Albania, Netherlands, Denmark, Togo and Lithuania",Tyrone didn't visit Togo,1
"Fred is as tall as Ben , Ben is as tall as Ian , Ian is as tall as Isaac , Isaac is as tall as Roberto , Roberto is taller than Russell",Ian is taller than Russell,0
"Darryl is taller than Howard , Howard is taller than Hugh , Hugh is taller than Willie , Willie is taller than Adrian",Darryl is taller than Willie,0
"Anthony, Daryl, Freddie, Christopher, Ben, Jim, Warren, Fred, Phillip, Francisco, Rodney, Mike, Lee, Gary and Lance have visited Iraq",Larry didn't visit Iraq,0
Tyler has visited only twenty-one places and only four people,Tyler has visited Terrence and Kent,0
"David has visited Gilbert, David is the person that has visited every place",David didn't visit Comoros,1
"Louis has visited Robert, Louis is the person that has visited everyone",Robert didn't visit Tim,0
Seth has visited only two places and only two people,"Seth has visited Antonio, Walter and Scott",1
"Raul, Clinton, Vernon, Jerry, John, Ian, Ben, Alexander, Gilbert and Ryan have visited Iceland",Ben didn't visit Iceland,1
"Jeffrey has visited North Korea, Rodney has visited Singapore, Aaron has visited Cuba, Gene has visited Myanmar, Brian has visited Albania",Aaron didn't visit The Bahamas,0
"Marvin has visited The Bahamas, Andorra, Nicaragua, Cyprus, Palestine, Ukraine, Belize, Uruguay, Republic of the Congo, Turkmenistan, Norway, Malawi, Equatorial Guinea, Philippines and Pakistan",Marvin didn't visit Vatican City,0
Craig has visited only eight places and only six people,"Craig has visited Bhutan, Netherlands, Papua New Guinea, Tajikistan, Tunisia and Lesotho",0
"Jared has visited Zambia, Alfredo has visited India, Brad has visited Kazakhstan, Jimmie has visited Libya, Elmer has visited South Sudan, Ernest has visited Sudan, Francisco has visited Paraguay, Kelly has visited United Arab Emirates, Donald has visited South Africa, Martin has visited Venezuela, Rene has visited Nauru, Shawn has visited Marshall Islands",Ernest didn't visit Sierra Leone,0
"Donald is taller than Bobby , Bobby is taller than Byron , Byron is taller than Ramon , Ramon is taller than Alan , Alan is taller than Perry , Perry is taller than Wade , Wade is taller than Timothy",Wade is taller than Donald,1
"Kent has visited Fiji, Belarus and Equatorial Guinea",Kent didn't visit Equatorial Guinea,1
"Jack has visited Elmer, Jack is the person that has visited every place",Elmer didn't visit Venezuela,0
Everyone has visited every person,Donald didn't visit Joe,1
"Wade has visited Syria, Clarence has visited South Korea, Phillip has visited Guyana, Dave has visited Belgium, John has visited Somalia, Andrew has visited Gambia",Clarence didn't visit South Korea,1
Keith has visited only twelve places and only two people,"Keith has visited Antonio, Cecil and Morris",1
"Timothy is taller than Eduardo, Russell, Andre, Nathaniel and Jonathan , Corey is as tall as Timothy",Russell is taller than Corey,1
"Roy has visited Herbert, Roy is the person that has visited everyone",Herbert didn't visit Gregory,0
"Gene is as tall as Clifford , Clifford is as tall as Derrick , Derrick is as tall as Byron , Byron is as tall as Alfredo , Alfredo is as tall as William , William is as tall as Seth , Seth is taller than Gordon",Alfredo is taller than Gordon,0
"Samuel, Daniel and Ken have visited Angola",Ken didn't visit Angola,1
Everyone has visited every place,Joel didn't visit Adrian,0
"Earl, Justin, Alberto, Ivan, Jesse, Leon, Bernard, Kyle, Cody, Craig, Wallace, Danny, Ben, Terry, Ted, Rafael, Cory, Harvey, Warren and Norman have visited Armenia",Rafael didn't visit Armenia,1
"Everyone has visited Romania, Azerbaijan, Jamaica, Bosnia & Herzegovinia, Norway, Bolivia, Venezuela, Guatemala, Cyprus, Djibouti, Russia, Maldives, South Sudan, Zimbabwe, Sierra Leone, Mozambique, Gabon, Kiribati, Belarus and Samoa",Alex didn't visit Czech Republic,0
"Ricky is taller than Casey , Casey is taller than Bob , Bob is taller than Eric , Eric is taller than Terrence , Terrence is taller than Fred , Fred is taller than Joseph , Joseph is taller than Marcus",Ricky is taller than Casey,0
"Wesley has visited Bulgaria, Elmer has visited Iraq, Bill has visited Malawi, Theodore has visited Cambodia, Isaac has visited Oman, Donald has visited Gabon, Charles has visited Sudan",Wesley didn't visit The Bahamas,0
"Herbert is taller than Ted , Ted is taller than Oscar , Oscar is taller than Terry , Terry is taller than Earl , Earl is taller than Walter , Walter is taller than Jeffery",Ted is taller than Herbert,1
Everyone has visited every person and every place,Rafael didn't visit Kiribati,1
"Melvin has visited Colombia, Cambodia, Malawi and Jamaica",Eugene didn't visit Colombia,0
"Antonio has visited Colombia, Kirk has visited Djibouti, Jerry has visited Hungary",Antonio didn't visit Colombia,1
"Stephen has visited Liechtenstein, Jay has visited Bhutan, Alfred has visited Malaysia, Lance has visited Luxembourg, Jeff has visited Pakistan, Terry has visited Netherlands, Julian has visited Gabon",Terry didn't visit Singapore,0
"Charles, Martin, Clarence, Eugene, Marshall, Victor, Charlie, Kent, Jose, Terrence, Jerry and Johnny have visited Eswatini",Eugene didn't visit Slovakia,0
"Tony is the person that has visited every place, Tony has visited Leonard",Tony didn't visit Antigua & Barbuda,1
"Brian has visited Thailand, Jorge has visited Portugal, Arthur has visited United States, Byron has visited Chile, Cody has visited South Sudan",Arthur didn't visit Iceland,0
Alexander has visited only twenty-eight people,"Alexander has visited Victor, Lee, Franklin, Micheal, Joe, Ronnie, Alberto, Arthur, Sam, Clifford, Ben, Jacob, Douglas, Scott, Stephen, Philip, Milton, Brent, Gordon, Johnnie, Morris, Gabriel, Anthony, Cecil, Fernando, Bill, Jerry, Greg and Ronald",1
"Jared, Russell, Justin, Chester, Byron, Nathan, Chris, Julio, Greg, Zachary, Joshua, Donald, Andrew and Dwayne have visited Sri Lanka",Justin didn't visit Azerbaijan,0
"Angel is the person that has visited every place, Angel has visited Danny",Danny didn't visit Republic of the Congo,0
"Wallace is the person that has visited every place, Roland has visited Wallace",Wallace didn't visit Federated States of Micronesia,1
"Earl is the person that has visited every place, Bruce has visited Earl",Bruce didn't visit Guinea,0
"Lester has visited Chad, Jason has visited Cambodia, Tim has visited Ghana, Todd has visited Jamaica, Lee has visited Sudan, John has visited Mongolia",Todd didn't visit Jamaica,1
"Warren is as tall as Glenn , Glenn is as tall as Nelson , Nelson is as tall as Stephen , Stephen is as tall as Marcus , Marcus is as tall as Max , Max is as tall as Rodney , Rodney is as tall as Brett , Brett is as tall as Derek , Derek is as tall as Ronald , Ronald is taller than Jonathan",Warren is taller than Jonathan,0
Everyone has visited every person,Clinton didn't visit Ernest,1
"Eugene is as tall as Jeff , Jeff is as tall as Todd , Todd is as tall as Brett , Brett is as tall as Jimmie , Jimmie is taller than Casey",Eugene is taller than Casey,0
"Kevin is taller than Terrence, Eduardo, Julio, Cory, Dave, Mitchell and Jorge , Raul is as tall as Kevin",Raul is taller than Mitchell,0
Everyone has visited every place,Allan didn't visit Federated States of Micronesia,1
Everyone has visited every person and every place,Daryl didn't visit Tajikistan,1
Sidney has visited only eleven places,"Sidney has visited France, Uzbekistan, Australia, South Korea, United Arab Emirates, Sierra Leone, Mali, Jamaica, Ukraine, Belize, United States and Russia",1
"Thomas has visited Ghana, North Korea, Yemen, Bangladesh, Costa Rica, Israel, Philippines, Solomon Islands, Vietnam, Montenegro, Uzbekistan, Nicaragua and Singapore",Thomas didn't visit Israel,1
Everyone has visited every person,Clyde didn't visit Yemen,0
Everyone has visited every person,Franklin didn't visit Azerbaijan,0
"Tracy has visited El Salvador, Iceland, Belize, Kuwait, San Mmarino, Djibouti, China, Guinea, Netherlands, Nigeria, Bahrain, Serbia, Iraq, Senegal, Saint Lucia, South Sudan, Kazakhstan, Qatar, Libya and Malawi",Bradley didn't visit Kazakhstan,0
Someone has visited every person and every place,Dan didn't visit Benin,0
"Miguel, Ruben, Brian, Anthony, Clarence, Billy, Duane, Harold, Eric, Manuel, Lonnie, Adam, Chester, Eduardo, Raul, Justin, Andy and Jeffrey have visited Ghana",Herman didn't visit Ghana,0
Someone has visited every person and every place,Ray didn't visit Juan,0
Everyone has visited every person,Stephen didn't visit Floyd,1
"Ralph is the person that has visited every place, Ralph has visited Rodney",Rodney didn't visit Pakistan,0
"Bernard is as tall as Oscar , Oscar is as tall as Thomas , Thomas is as tall as Alfred , Alfred is as tall as Bob , Bob is as tall as Julian , Julian is as tall as Willie , Willie is as tall as Tyler , Tyler is as tall as Charles , Charles is taller than Perry",Perry is taller than Bernard,1
"Clyde has visited Chris, Chris is the person that has visited everyone",Clyde didn't visit Alan,0
"Jonathan has visited Brazil, Senegal, Indonesia, Canada, Colombia, Tunisia, Somalia, Japan, South Korea, United States, Vatican City, Mexico, Estonia and Nepal",Jonathan didn't visit Mexico,1
"Kelly is as tall as Ronald , Ronald is as tall as Ruben , Ruben is as tall as Frederick , Frederick is as tall as Morris , Morris is as tall as Ray , Ray is as tall as Dwayne , Dwayne is as tall as Tracy , Tracy is as tall as Casey , Casey is as tall as Tyler , Tyler is as tall as Greg , Greg is taller than Anthony",Anthony is taller than Frederick,1
"Joshua, Ricky, Earl, Erik, Roland, Jesus, Johnnie and Marshall have visited Brazil",Marshall didn't visit Brazil,1
"Charlie is taller than Gerald , Gerald is taller than Arnold , Arnold is taller than Dale , Dale is taller than Gabriel , Gabriel is taller than Christopher , Christopher is taller than Mike , Mike is taller than Reginald , Reginald is taller than Tyler , Tyler is taller than Leslie",Christopher is taller than Dale,1
"Christopher is as tall as Luis , Luis is as tall as Clinton , Clinton is as tall as Kent , Kent is as tall as Hector , Hector is as tall as Charlie , Charlie is as tall as Milton , Milton is taller than Thomas",Charlie is taller than Thomas,0
"Harry has visited Bulgaria, Brent has visited Dominican Republic, Brad has visited Portugal, Jared has visited Malawi, Jason has visited Mozambique, Johnnie has visited Lebanon, Roy has visited Zambia, Chris has visited Kenya, Richard has visited Mexico, Carlos has visited Malta, Cecil has visited Netherlands, Chad has visited Thailand",Harry didn't visit Bulgaria,1
"Earl is taller than Jay , Jay is taller than Harry , Harry is taller than Herman , Herman is taller than Paul , Paul is taller than Max , Max is taller than Jordan , Jordan is taller than Charles , Charles is taller than Daryl , Daryl is taller than Willie , Willie is taller than Terrance",Jay is taller than Herman,0
Everyone has visited every person,Nathan didn't visit South Sudan,0
"Mario has visited Jeremy, Jeremy is the person that has visited everyone",Jeremy didn't visit Ron,1
"Ryan has visited Armenia, Rwanda, Yemen, United States, Ukraine, Estonia, Austria, Nicaragua, Azerbaijan, Bosnia & Herzegovinia, Burkina, Turkmenistan, Equatorial Guinea, South Korea, Brazil, Romania, Iceland, Brunei and Bahrain",Ross didn't visit Turkmenistan,0
Nicholas has visited only twelve places and only one people,"Nicholas has visited China, Spain, Cuba, Canada, Federated States of Micronesia, Belarus, Kosovo, United Kingdom, Belgium, Czech Republic, Colombia, Grenada and Comoros",1
"Marion has visited Trinidad & Tobago, Christian has visited Mexico, Edward has visited Sudan, Jorge has visited Saint Kitts & Nevis, Ralph has visited Ethiopia, Eugene has visited Armenia, Gregory has visited Tonga, Virgil has visited Bosnia & Herzegovinia, Aaron has visited Georgia",Eugene didn't visit Burkina,0
"Marshall has visited Liechtenstein, Suriname, Romania, Timor-Leste, San Mmarino, Ethiopia, Canada, Sierra Leone, Philippines, Belize, Vanuatu, Czech Republic, Guyana, Switzerland, Poland, Djibouti and Sri Lanka",Marshall didn't visit Canada,1
Joe and Jesse have visited Tuvalu,Jesse didn't visit Eswatini,0
"Morris has visited Vietnam, Bradley has visited Eritrea, Terrance has visited Dominican Republic, Angel has visited Slovenia, Lee has visited Gambia, Guy has visited Chad, Billy has visited Andorra",Angel didn't visit Saint Lucia,0
"Randy has visited Bangladesh, Nicholas has visited Thailand, Jessie has visited Burkina, Anthony has visited New Zealand, Christopher has visited Niger, Clifton has visited Angola, Mark has visited Macedonia, Bryan has visited Denmark, Isaac has visited Slovakia, Harry has visited Tunisia, Clayton has visited Dominican Republic, Ralph has visited Chad",Anthony didn't visit New Zealand,1
"Chad has visited Slovenia, Clifford has visited Austria, Mario has visited Andorra",Mario didn't visit Brazil,0
"Sam is the person that has visited every place, Derek has visited Sam",Sam didn't visit Lebanon,1
Everyone has visited every person and every place,Benjamin didn't visit Leon,1
"Arthur has visited Sweden, Tommy has visited Bolivia, Bryan has visited Indonesia, Lawrence has visited Vietnam, Jordan has visited Burkina, Wade has visited Argentina, Jeff has visited China, Ryan has visited Slovenia",Bryan didn't visit Myanmar,0
"Joel is taller than Eric, Robert, Edgar, Freddie and Daniel , Joel is as tall as Darryl",Darryl is taller than Edgar,0
"Mario is taller than Sergio , Sergio is taller than Glen , Glen is taller than Jared , Jared is taller than Bryan , Bryan is taller than Roberto , Roberto is taller than Darryl , Darryl is taller than Kurt , Kurt is taller than Marcus",Darryl is taller than Mario,1
"Marshall has visited Belgium, Mali, Antigua & Barbuda, Afghanistan, São Tomé & Prícipe, Latvia, Israel, Georgia, Thailand, Timor-Leste, Lebanon, Belarus, Kosovo, India, Austria, Sudan, Hungary, Uruguay and Tuvalu",Marshall didn't visit Austria,1
Herman has visited only one people,Herman has visited Isaac and Craig,1
Everyone has visited every person and every place,Rodney didn't visit Morris,1
"Johnny has visited Cameroon, Alexander has visited Chile, Jesus has visited Costa Rica, Gordon has visited Azerbaijan",Gordon didn't visit Thailand,0
"Ronnie has visited Douglas, Ronnie is the person that has visited everyone",Ronnie didn't visit Kirk,1
"Sean is as tall as Franklin , Franklin is as tall as Brett , Brett is as tall as Shane , Shane is as tall as George , George is as tall as Tommy , Tommy is as tall as Chad , Chad is taller than Vernon",Shane is taller than Vernon,0
Someone has visited every person and every place,Johnnie didn't visit Russia,0
"Bryan is the person that has visited everyone, Dave has visited Bryan",Dave didn't visit Ralph,0
"Stanley has visited Bruce, Stanley is the person that has visited every place",Stanley didn't visit Saint Kitts & Nevis,1
"Alexander has visited Cyprus, Italy, Myanmar, Brunei, Qatar, Lithuania, Saint Kitts & Nevis, Indonesia, Fiji, Bhutan, Dominican Republic, Mali, Finland, Poland, Zambia and Turkmenistan",Randall didn't visit Brunei,0
"Clayton, Felix, Daryl and Joe have visited Hungary",Lance didn't visit Hungary,0
"Hugh has visited Clarence, Hugh is the person that has visited everyone",Clarence didn't visit Kent,0
"Terry is as tall as Calvin , Calvin is as tall as Alvin , Alvin is as tall as Willard , Willard is as tall as Johnny , Johnny is as tall as Frank , Frank is taller than Cecil",Cecil is taller than Willard,1
"Allen has visited Tanzania, Niger, Senegal, Jordan, São Tomé & Prícipe, Tunisia, Moldova, Pakistan, Monaco, Qatar, Haiti, Costa Rica, Macedonia, Mongolia and Myanmar",Hector didn't visit Myanmar,0
"Louis is taller than Jeremy, Mitchell, Gene, Joshua, Christian, Dennis, Eduardo, Wesley, Patrick and Isaac , Louis is as tall as Arthur",Joshua is taller than Arthur,1
Leon has visited only seven places,"Leon has visited Greece, Italy and Bosnia & Herzegovinia",0
