text,pred,label
a bigger contribution may or may not mean i really really support candidate x freedom of association is an even bigger stretch ##one that justice thomas would laugh out of court if some liberal proposed it there were some liberals opposed to it,0,1
to control land and sea routes to the south the ma ##ury ##as still needed to conquer the eastern kingdom of kali ##nga modern or ##issa the maru ##yas had control over important sea routes,0,1
guangzhou with a population of more than 5 million st ##rad ##dles the pearl river china ##s fifth longest which links the city to the south china sea the population of guangzhou has been growing out of control for the past century,1,0
he turned and saw jon sleeping in his half ##ten ##t he saw jon was pacing around,0,1
he seemed to have aged a thousand years he looked many years younger,0,1
lawyers in their first three years of practice or who are inactive pay 90 and retired lawyers pay nothing no lawyers are told to pay,0,1
go now go on and kill,0,1
[ requires free registration registration is only one of the requirements,1,0
also other so ##rb ##ent ##base ##d approaches in development may prove in time to be prefer ##able to ac ##i making the use of ac ##i only a conservative assumption hydrogen ##base ##d approaches in development may be prefer ##able to ac ##l,0,1
today the island is little more than a forgotten back ##water with few ferry connections to other islands but its strong natural defenses gave it advantages in ancient times the back ##water has been forgotten because it is surrounded by debris,1,0
the call is coming from inside the house the call is coming from my next door neighbor,0,1
the ka ##l whistled and vr ##enna ##s eyes sparkled when she saw jon swing it ka ##l is whistling into vr ##enna ##s face,1,0
but were taking our time were going uh try to make our decision by july we are thinking of making the decision tomorrow,0,1
at eight in the morning at seven in the morning,0,1
this doesn ##t look good this isn ##t a problem at all,0,1
the opportunity opportunities are important to take advantage of,0,1
so it wasn ##t miss ##en ##hardt ##s singing ##mar ##vel ##ous though that was ##tha ##t made os ##mins ran ##ting ##s so thrilling os ##min was going off on a ran ##t,1,0
om ##b has approved the information collection contained on the form ad ##v and has om ##b staunch ##ly opposed the information collection contained on the form ad ##v,1,0
several security managers said that by participating in our study they hoped to gain insights on how to improve their information security programs the security managers in the study joined in order to see what we were doing wrong,0,1
and put like that she added confidential ##ly to tommy nobody could bog ##gle at the expense nobody did which was the great thing she was always confident with talking to tommy,1,0
but if you do kill them if the situation is that you should wait to kill them,0,1
as of last week he charges 50 an hour minimum instead of 25 for the services of his year ##ling northern utah legal aid foundation his charges went up last week,1,0
since the rules were issued as interim rules and not as general notices of proposed rule ##making they are not subject to the un ##fu ##nded mandates reform act of 1995 the rules were not issued as interim rules but rather general notices of proposed rule ##making,0,1
for one twelve dollar check several checks for twelve dollars,0,1
in kam ##pu ##ng workshops you can watch fantastic birds and butterflies being made of paper and increasingly nowadays of plastic too drawn over strong flexible bamboo frames birds and butterflies can only been seen in the kam ##pu ##ng workshops,1,0
summer boasts long warm days with strong sunlight and hazy views you should pack a sweater and other warm clothing if you visit during the cool summer months,0,1
he could make quite an issue out of the need to determine the characteristic imp ##edance of their sky he could have made an issue but did not,1,0
allow the e ##ffi ##cie ##ncies of a low ##cos ##t mail ##stream to be available to all who can use them low ##cos ##t mail ##stream ##s are always efficient,1,0
all requests to provide live testimony at one of the two public hearings were granted most of the people who requested a live testimony ended up being di ##ssa ##point ##ed,0,1
he seemed too self ##ass ##ured he is very cocky,1,0
he knew how the sim ##ula ##cr ##a was supposed to develop he knew how the sim would be created in the game,0,1
the shore temple which has with ##sto ##od the wind and the waves for 12 centuries is made up of two shrines the shore temple has stood for 12 centuries,1,0
i mean that ##s a real attractive option if you have the the technology for it all it was was you know i mean she just used a phone mode ##m and she was like she was sitting in the office she used a phone mode ##m but it was very different than if she were in the office,0,1
just look at the entertainment industry ##s self ##ima ##ge instead instead take a look at the entertainment industry and its self image,1,0
such a knowledge ##base ##d process enables decision makers to be reasonably certain about critical face ##ts of the product under development when they need this knowledge they wanted to share what they have already researched,0,1
he was standing in front of a grey backdrop somewhere that could be anywhere it was obvious where he was at,0,1
there are a number of expensive jewelry and other duty ##free shops all with goods priced in us dollars duty ##free goods must always be paid for in foreign currency you can pay using the us dollar when buying goods from the duty ##free shops,0,1
i don ##t know um do you do a lot of camping do you camp al ##ot,1,0
the lev ##ada ##s were largely built by slave laborers from africa whose primary employment was on sugar plantations the lev ##ada ##s were built by 1000 ##0 slaves,1,0
what ##s truly striking though is that jobs has never really let this idea go jobs never held onto an idea for long,0,1
in addition because funding is secured on an if the funding isn ##t secured there ##s no way to go on,1,0
meanwhile critics on the left argue that because the united states failed to intervene in rwanda its intervention in kosovo is morally suspect and probably racist the us ignored the conflict in kosovo just like it did in rwanda,1,0
it was other ##world ##ly it was a spiritual event,0,1
such parties may include parties don ##t include,1,0
loire valley a lake in loire,0,1
founded by alexander the great on the mediterranean coast in 322 bc alexandria was capital of egypt during the pt ##ole ##ma ##ic era alexandria was founded more than 100 years after the great wars of the 5th century bc,0,1
david cope a professor of music at the university of california at santa cruz claims to have created a 42 n ##d mozart symphony music professor david cope says he has created mozart ##s 42nd symphony,1,0
don ##t expect to be swinging much after midnight even in towns things all close down at 113 ##0 ##pm,1,0
yeah well are you you with ti yeah well are you with the fbi,0,1
the committee intends that l ##sc consult with appropriate stakeholders in developing this proposal the committee will cover all consultation expenses incurred by l ##sc,0,1
a 1994 rope ##r poll concluded that the news ##ho ##ur is perceived by the public as the most credible newscast in the country a 1984 poll concluded news ##ho ##ur is seen as the most credible newscast by the public,1,0
i guess its just you know and when i think about that lady this this particular lady who wrote me a check for twelve dollars and it bounced and i sent it through you know sent it through the check through the bank once and she incurred at least a fifteen dollar fee she didn ##t realize when she wrote the check that she didn ##t have enough money in it,1,0
plus i like to dance you know plus i love to get my groove on,1,0
but if banks airlines and communications companies accept key recovery the terrorists will risk potential exposure every time they do business with those institutions terrorists will find new methods of performing transactions,0,1
information is the resource ##ex ##tra ##ctive industry of the next century and the concept of intellectual property a term that dates back 150 years ##com ##es up when individuals or companies assert a particular claim and em ##body it in the form of copyright ##s trademark ##s and patents copyright ##s trademark ##s and patents don ##t always protect you from intellectual property theft,0,1
and ill go there for you know two months straight we won ##t go any ##pl ##ace else i won ##t go there ever again,0,1
the man who had once come up with a has ##bee ##n corner ski ##t in which as z ##mu ##da recalls forgotten performers would be sent out to fl ##ound ##er in front of an audience the has ##bee ##n ski ##t involved sending out former performers to struggle and fail,0,1
don ##t miss the open ##air market close by the w ##har ##ves the open air market is not a great place to see,0,1
to sa ##vo ##ur the full effect of the architects skill enter the courtyard through the gate which opens onto the hip ##pod ##rom ##e my family will take your advice as we tour the hip ##pod ##rom ##e,0,1
the volumes are available again but won ##t be returned to the stacks until the damp library itself gets renovated the volumes will be available to the public after renovation,0,1
i understand continued the coroner deliberately that you were sitting reading on the bench just outside the long window of the bo ##ud ##oir i understand that you were reading inside the bo ##ud ##oir continued the coroner,0,1
yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh were required to go attend a uh a counseling session we still have three more weeks of counseling left even if everything seems positive,1,0
it is constrained by laws and regulations formulated by congress over more than two centuries many of the laws and regulations are obsolete by now,1,0
do you really romance do you really love him,1,0
yeah that that i i had a i had a program due and uh one one window i had the program and the other one i had the program running so if there was ever a mistake i could easily check you know i could look at the program and say this is where i made the error i could only view one window at a time so it was very hard to catch any errors,0,1
for a small fee non ##gues ##ts may use the beach and facilities at a number of gu ##ade ##lou ##pe and martinique hotels ##a great convenience for island ##hopper ##s the beach and facilities at a number of hotels for non ##gues ##ts are free,0,1
tommy felt his as ##cend ##ancy less sure than a moment before a moment ago his as ##cend ##ancy was certain,1,0
mort ##ifying ##ly enough it is all the difficulty the la ##zine ##ss the pathetic form ##lessness in youth the round peg in the square hole the whatever do you want youth are known to be go ##get ##ters,0,1
other functional components of the postal service are presumed here not to exhibit significant scale economies although this has not been demonstrated the postal service are assumed to not have significant scale economies,0,1
then as he caught the others side ##long glance no the cha ##uf ##fe ##ur won ##t help you any the cha ##uf ##fe ##ur will not help him to do anything,0,1
the only problem is its not large enough it only holds about i think they squeezed when ryan struck out his five thousand ##th player they they squeezed about forty thousand people in there it doesn ##t hold many people,1,0
if you still want to join it might be worked your membership is the only way that this could work,1,0
just like we have hair ##pins and powder ##pu ##ffs tommy handed over a rather sha ##bby green notebook and tu ##ppe ##nce began writing bus ##ily tommy handed tu ##ppe ##nce an empty sha ##bby green notebook,1,0
unless the political culture changes drastically there will always be one or more independent prosecutors investigating the administration of the day and ##or past administrations anyway the political system will not change drastically,1,0
the average mls ticket costs a mere 13 one ##thi ##rd the price of an nhl or nba ticket the average cost of mls tickets were one ##thi ##rd the price of the nhl and nba,1,0
the formation of a single statewide program was adopted to breathe life into a single program that will provide meaningful access to high quality legal services in the pursuit of justice for as many low ##in ##com ##e people throughout colorado as possible the state has decided to divide its legal assistance services into several programs,0,1
and the wind started blowing and it was one of my earlier trips to be really out in the middle of i was glad that the wind was calm,1,0
a button on the chatter ##box page will make this easy so please do join in they had to submit a written request before being accepted,0,1
calcutta seems to be the only other production center having any pre ##tension ##s to artistic creativity at all but ironically your ##e actually more likely to see the works of sat ##ya ##jit ray or mri ##nal sen shown in europe or north america than in india itself you are more likely to come across the work of mri ##nal sen in india than in north america,0,1
but the most sustained assault on oriental ##ism s premises and on its prestige came from the left they were attack from the right,0,1
on a december day in 1917 british general allen ##by rode up to ja ##ffa gate and dismounted from his horse because he would not ride where jesus walked he then accepted the surrender of the city after the ottoman turks had fled the flag of surrender was a beds ##hee ##t from the american colony hotel in 1917 the brit ##tish general allen ##by surrendered the city using a beds ##hee ##t before committing suicide,0,1
and its just like college too i think that if a kid goes to college and you can help them fine but i don ##t think you should pay the whole way you should pay the whole way for the kids college tuition,0,1
all of a sudden i sat down on the edge of the table and put my face in my hands sobbing out a mon die ##u i sat down on the table and started laughing out loudly,0,1
with little back packs of their own and you know things like that someone else carries a bag for them,0,1
mr ing ##let ##hor ##p said the coroner you have heard your wife ##s dying words repeated here mr ing ##let ##hor ##p you have heard your wife ##s last words here,1,0
yeah the the i mean people like that are crazy i did a study on it though when i was in high school it was one of these things we had to pick a topic to to investigate and at that time i don ##t think its like that any more but at that time uh it was very unfair capital punishment was a lot more common and if you tended and it tended to be that if you were ignorant or if you were a foreigner or if you were black or any minority for that matter the chances your chances of of uh getting the death penalty were it was something very dark and secretive only contain ##able in a wall of text,0,1
information is the resource ##ex ##tra ##ctive industry of the next century and the concept of intellectual property a term that dates back 150 years ##com ##es up when individuals or companies assert a particular claim and em ##body it in the form of copyright ##s trademark ##s and patents intellectual property is a term that was developed in the last decade,0,1
just like we have hair ##pins and powder ##pu ##ffs tommy handed over a rather sha ##bby green notebook and tu ##ppe ##nce began writing bus ##ily tommy handed tu ##ppe ##nce a red notebook,0,1
for example a case study of the effectiveness of a job training program might need to take into account general economic trends such as unemployment rates in the community the case study would be incomplete without the acknowledge ##ment of general economic trends,1,0
the pass ##ai ##c office is refusing to join in that rec ##on ##fi ##gur ##ation which goes into effect jan it will be rec ##on ##fi ##gur ##ed in january,1,0
right and that was back in nineteen fifty nine it was in the month of august,1,0
finding the latest thing out from my friends is usually the most uh time effective it works best to find things out from my tv,0,1
never mind the strict ##est reading which suppose ##s that creation took a week which suppose ##s that the creation took a month,0,1
this step of the analysis employs complex computer models that simulate the transport and transformation of emitted poll ##uta ##nts in the atmosphere the analysis can ##t be done by humans,1,0
yeah that ##s where i got to too the first i got chill ##s up and down when i heard the on the radio and the first time they started doing the bombing i saw it on the television and the first time they started doing the marathon,0,1
as a basic guide the symbols below have been used to indicate highs ##ea ##son rates in hong kong dollars based on double o ##cc ##up ##ancy with bath or shower as you can see the symbols are of dolphins and octopus ##es,1,0
it was made up to look as much like an old ##fa ##shi ##oned steam train as possible it was built in the modern era to look like something built in the past,1,0
so which one of you ladies wants to go first it is best if a man goes first,0,1
the department of labor ##s interim rule is adopted pursuant to the authority contained in section 70 ##7 of the employee retirement income security act pub the interim rule has been approved by the go ##p congress,0,1
the disorder hardly seemed to exist before the st ##im ##ula ##nt rita ##lin came along the only time the disorder seemed to exist was before rita ##lin came around,0,1
perhaps a further password would be required or at any rate some proof of identity identity should be a minimum requirement,1,0
numbers began wa ##fting about on the id say at least five i had to pick at least one number,0,1
those creole men and women you ##ll see dancing it properly have been moving their hips and knees that way since childhood most people that master the creole dance learn it as adults,0,1
goodbye julius was bending over the car julius was staying and someone else was leaving,1,0
oh really yeah so he he ##s uh he ##s probably going to be going to jail and and the problem with him is he ##s on a guaranteed salary like for three years so whether he plays or not they ##ve got to pay him ten million dollars so if they his income is on guaranteed terms meaning that even if he is jailed and can ##t play he still gets his salary as per normal,1,0
under the leadership of henry the navigator cara ##vel ##s set out from the western ##most point of the al ##gar ##ve in southern portugal in search of foreign lands fame and wealth expeditions left the al ##gar ##ve in southern portugal in order to discover new countries and create fortunes,1,0
oh sorry wrong church the churches looked very similar,1,0
oh yeah all all mine are uh pure ##bre ##ds so i keep them in mine are all mixed breeds,0,1
there and they uh they in fact they had this was in uh the late twenties and they in fact used some of the equipment that had been left over and uh he turned them down it its interesting that that most people don ##t realize how small the canal is have you ever been there this was in 1928,1,0
not part of your biography what i was shown is definitely part of my biography,1,0
pat buchanan followed immediately behind handing out smallpox ##in ##fect ##ed blankets and bottles of whiskey pat buchanan led the group,0,1
mr er ##len ##born attended undergraduate courses at the university of notre dame indiana university the university of illinois and loyal ##a university of chicago mr er ##len ##born earned all of his undergraduate credits at the university of notre dame,0,1
al ##onis ##sos has been settled longer than any other aegean island estimated by archaeologists to date from 1000 ##00 bc and was valued by many leaders in classical greek times other aegean islands were settled on before al ##onis ##sos,0,1
hm oh is oh that ##s great uh ##hu ##h do you get the full benefits that ##s great for you but not for anyone else,0,1
today it is the effects of pollution that are taking their toll on agra ##s monuments despite the pollution agra ##s monuments remain intact,1,0
i think its ninety two there is no way it could be on ninety two,0,1
wow who can afford that my god i can ##t afford to miss a day let alone six if i needed to take time off from work i could afford it,0,1
the w ##p says that the paula jones trial judge has had an interesting prior run ##in with bill clinton the man did not know he was a judge,0,1
the celebrity ##ob ##ses ##sed magazine sur ##pass ##es itself in the post ##os ##car issue the magazine always has obscene pictures of celebrities,1,0
the h ##2 ##a worker must depart the country and is subject to deportation for failing to do so the h ##2 ##a worker is being forced to enter the country for work,0,1
sc ##uta ##ri is traditionally associated with the name of florence nightingale sc ##uta ##ri was linked with florence nightingale posthumously,1,0
at the eastern end of back lane and turning right nicholas street becomes patrick street and in st patrick ##s close is st patrick ##s cathedral nicholas street becomes patrick street after turning left at the eastern end of back lane,0,1
in the blue mountain national park and the john crow national park which together cover 78 ##200 hectares 193 200 acres conservation ##ists are attempting to halt the en ##cr ##oa ##chment of local farmers and log ##gers farmers and log ##gers are attempting to work on blue mountain national park and john crow national park,1,0
up here gazing out at striking ##ly lush mountains you may find yourself higher than the clouds which adds to the extra ##ord ##ina ##rily eerie atmosphere of the place down here you can see the gold mines from the old explorers you are way lower than the sea level so be careful,0,1
its thought he used the same architect who worked on the ta ##j mahal everyone thinks he used a different architect from the one who worked on the ta ##j mahal,0,1
in an atmosphere of economic crisis st ##ag ##nant productivity bank closure ##s and rising unemployment conservatives wanted somebody tough ##er more dynamic than eternal ##ly com ##promising olds ##tyle politicians banks were closing left and right,1,0
the ka ##l nodded the ka ##l then shook its head side to side,1,0
that doesn ##t seem fair does it that might possibly be fair,0,1
report preparation and test review test reviews are best done after the test is taken,0,1
in the short term us consumers will benefit from cheap imports as will us multinational ##s that use parts made in east asian factories us consumers benefit from imports while east asian factories suffer,1,0
yeah maybe the maybe they ##ll bring their good schools with them you know if the industry comes if the industry comes they probably bring bad schools with them,0,1
at the pictures the crook ##s always have a rest ##oor ##ant in the underworld they were not always crook ##s,1,0
tax pu ##rist ##s would argue that the value of the home ##makers hard work ##and the intra ##fa ##mi ##ly benefits they presumably receive in return for its ##ho ##uld in fact be treated as income and tax ##ed just like the wages paid to outside service providers such as baby sit ##ters and housekeeper ##s to tax pu ##rist ##s the value of the home ##makers hard work should be tax ##ed and my economy teacher agrees with that,0,1
update on the democratic fundraising scandal 1 president clinton said fbi agents denied him advance warning about chinese influence ##bu ##ying efforts by telling his aide ##s to keep the information secret clinton said he was completely innocent and instructed them to stop talking about it,1,0
today nothing remains except the foundations the foundations were replaced,0,1
nh ##tsa concluded that while section 330 superseded the section 329 ##0 ##2 criteria it did not super ##sed ##e the section 329 ##0 ##2 mandate that there be cafe standards for model year 1998 nh ##tsa concluded that section 330 did not super ##sed ##e the section 329 ##0 ##2 criteria,0,1
but you might as well see for yourself if you don ##t believe me the note in tu ##ppe ##nce ##s well ##k ##now ##n school ##boy writing ran as follows dear julius its always better to have things in black and white you won ##t be convinced even if you look at this if you don ##t believe me,0,1
oh wow no i just started about well five years ago i think it had started five years ago,0,1
so well i think we ##ve taken up at least five minutes you ##ve taken up the last 5 minutes,1,0
as ben ya ##go ##da writes in the new york times book review somewhere along the way kidd ##er must have decided not to write a book about tommy o ##con ##nor ben ya ##go ##da is a famous book reviewer,1,0
the rain had stopped but the green glow painted everything around them the red glow painted everything around them after the rain had stopped,0,1
closed on the sabbath sabbath is open,0,1
after their savage battles the warriors rec ##up ##erated through meditation in the peace of a zen monastery rock garden the warriors had savage battles at a zen monastery rock garden,0,1
its just its the morals of the people which i mean i guess we everybody ##s responsible for the society but if i had a child that that did things so bad its not they don ##t care about anybody these people they ##re stealing from they ##re just the big bad rich guy i have no issue with people stealing from others,1,0
the last thing we want is any more attention or any more bounty hunters they waived their hands to get more attention,0,1
36 million could mean the states legal services for the poor will lose six of their 21 regional offices the head of a poverty ##law resource center said l ##sc could lose 80 of their funding,0,1
that ##s uh only way to do it there is no other way to do it,1,0
this time around lloyd believes he ##s the messiah this time lloyd believes he is a space ship travelling through space,1,0
to the northwest of the chateau the grand tri ##ano ##n palace surrounded by pleasantly un ##po ##mp ##ous gardens was the home of louis xiv ##s mistress madame de main ##ten ##on where the aging king increasingly took refuge louis xiv was married to madame de main ##ten ##on on the chateau,0,1
yeah i think they get bog ##ged down in a lot of small issues that people you know special interest groups can blow up they have approximately 300 small issues to go through,1,0
have you mr w ##hit ##ting ##ton ##s address in town i already have the address for mr w ##hit ##ting ##ton thank you,0,1
alexander the great who passed through the city in 334 bc paid for its completion five of the original 30 columns have been restored to their full height alexander the great was so impressed with the city in 334 bc that he expressed a wish to live there one day,0,1
