sentence1,sentence2,label
Joel is polite, Sherri is not rich,0
Cheryl is nice, Cheryl is not nice,1
Pauline is ambitious, Kathryn is better,0
Clara is proud, Alicia is not proud,0
Cora is lively, Juana is not vast,0
Albert is delightful, Jonathan is tender,0
Mattie is brave, Terry is wrong,0
Brian is not clever, Brian is clever,1
Julian is not ambitious, Kristen is powerful,0
Angie is kind, Angie is not kind,1
Bill is victorious, Bill is not victorious,1
Vickie is delightful, Lisa is not delightful,0
Jane is not famous, Jane is famous,1
Ricardo is nice, Myrtle is not hallowed,0
Lonnie is faithful, Brian is not odd,0
Laura is not lively, Johnnie is shy,0
Misty is obedient, Elmer is not obedient,0
Sandra is nice, Sandra is not nice,1
Flora is not thankful, Dennis is uninterested,0
Diana is not obedient, Ruben is easy,0
Michele is kind, Michele is not clever,0
Edgar is not brave, Edgar is uninterested,0
Marion is ambitious, Marion is not ambitious,1
Alison is witty, Catherine is odd,0
Alison is not unimportant, Alison is unimportant,1
Jose is proud, Mattie is not important,0
Ana is lively, Ana is not lively,1
Alexander is polite, Fernando is not polite,0
Sam is aggressive, Sam is not aggressive,1
Maureen is faithful, Maureen is not hallowed,0
Felicia is not odd, Felicia is odd,1
Leonard is not mushy, Leonard is mushy,1
Angela is faithful, Angela is not faithful,1
Gene is obedient, Gene is not obedient,1
Tony is happy, Tony is not vast,0
Marguerite is victorious, Marguerite is not victorious,1
Lindsey is brave, Lindsey is tender,0
Sara is eager, Sara is not eager,1
Tanya is kind, Tanya is clever,0
Freddie is kind, Freddie is not kind,1
Cassandra is calm, Cassandra is inexpensive,0
Jo is wonderful, Jo is not wonderful,1
Maureen is faithful, Jennie is rich,0
Mae is happy, Allan is not powerful,0
Wallace is nice, Wallace is not nice,1
Lucy is obedient, Lucy is not obedient,1
Eugene is jolly, Eugene is not jolly,1
Cassandra is not mealy, Cassandra is mealy,1
Kay is nice, Bobbie is not nice,0
Paula is witty, Paula is not famous,0
Candice is agreeable, Candice is not odd,0
Madeline is ambitious, Madeline is not inexpensive,0
Mario is not nice, Mario is uninterested,0
Mildred is happy, Ross is not important,0
Alan is not faithful, Terrence is rich,0
Heidi is delightful, Shelly is not shy,0
Marian is agreeable, Marian is not agreeable,1
Frank is not kind, Harriet is mealy,0
Andrew is not jolly, Anne is jolly,0
Constance is not wonderful, Jo is wrong,0
Samuel is not poor, Samuel is poor,1
Kelly is faithful, Kelly is not faithful,1
Felix is proud, Felix is not proud,1
Wanda is polite, Wanda is not polite,1
Julia is not faithful, Gary is clever,0
Perry is jolly, Jill is tender,0
Inez is zealous, Inez is mushy,0
Marian is gentle, Marian is not gentle,1
Viola is not alive, Viola is alive,1
Allen is not faithful, Roberta is faithful,0
Todd is not careful, Todd is careful,1
Carmen is kind, Erica is not better,0
Jimmy is happy, Jimmy is poor,0
Shawn is not alive, Shawn is alive,1
Willie is jolly, Willie is not jolly,1
Terry is calm, Terry is not calm,1
Molly is not poor, Molly is poor,1
Jill is brave, Jill is not brave,1
John is not clever, John is clever,1
Nathaniel is faithful, Franklin is alive,0
Pauline is not poor, Pauline is poor,1
Tamara is gentle, Wendy is not gentle,0
Samantha is not clever, Samantha is clever,1
Eleanor is victorious, Eleanor is not victorious,1
Charlene is not silly, Charlene is mushy,0
Herman is agreeable, Crystal is not agreeable,0
Dustin is not better, Dustin is better,1
Charles is zealous, Charles is not zealous,1
Eva is not odd, Eva is odd,1
Rhonda is not mushy, Rhonda is mushy,1
Arlene is victorious, Francisco is not inexpensive,0
Donna is nice, Amelia is unimportant,0
Daniel is kind, Tara is not hallowed,0
Reginald is lively, Reginald is not lively,1
Tracy is not better, Tracy is better,1
Glen is not witty, Glen is mealy,0
Ray is not inexpensive, Ray is inexpensive,1
Mabel is not wonderful, Donald is wonderful,0
Lydia is not tender, Lydia is tender,1
Tom is not zealous, Tiffany is zealous,0
Lori is not mushy, Lori is mushy,1
Adrian is thankful, Marshall is important,0
Elizabeth is not mealy, Elizabeth is mealy,1
Eileen is polite, Eileen is not polite,1
Sean is not poor, Sean is poor,1
Shawn is calm, Morris is not calm,0
Lena is faithful, Lena is not careful,0
Raymond is zealous, Raymond is not zealous,1
Cynthia is not rich, Cynthia is rich,1
Alison is not silly, Alison is gifted,0
Bradley is not dead, Bradley is dead,1
Denise is victorious, Lee is not victorious,0
Wendy is obedient, Wendy is not poor,0
Jorge is jolly, Connie is not jolly,0
Chester is not hallowed, Chester is hallowed,1
Regina is happy, Mattie is not happy,0
Tommy is gentle, Tommy is not gentle,1
Suzanne is not alive, Suzanne is alive,1
Jamie is agreeable, Jamie is not agreeable,1
Marilyn is aggressive, Marilyn is not aggressive,1
Rachel is delightful, Rachel is not delightful,1
Rosemary is agreeable, Stacy is not agreeable,0
Tammy is faithful, Tammy is not faithful,1
Terrance is gentle, Terrance is not careful,0
Danielle is jolly, Marcus is vast,0
Louis is ambitious, Louis is not rich,0
Guadalupe is wonderful, Guadalupe is not wonderful,1
Mattie is not wrong, Mattie is wrong,1
Amy is zealous, Amy is not zealous,1
Annette is zealous, Annette is not zealous,1
Kent is not proud, Carol is proud,0
Jerome is silly, Jerome is not silly,1
Blanche is happy, Lauren is not happy,0
Leonard is happy, Leonard is not happy,1
Vickie is witty, Don is helpful,0
Jane is not ambitious, Jane is poor,0
Robin is not mealy, Robin is mealy,1
Donna is obedient, Anne is not tender,0
Everett is aggressive, Albert is important,0
Nellie is not famous, Nellie is famous,1
Christina is nice, Natasha is not nice,0
Brandon is eager, Brandon is not eager,1
Shirley is delightful, Ellen is not delightful,0
Francis is not unimportant, Francis is unimportant,1
Esther is not faithful, Brenda is uninterested,0
Marc is gentle, Shelley is tender,0
Lance is eager, Theodore is clever,0
Erin is nice, Erin is not nice,1
Frederick is eager, Frederick is not eager,1
Bobby is zealous, Debra is not wrong,0
Hazel is not inexpensive, Hazel is inexpensive,1
Ellen is obedient, Ellen is not obedient,1
Eugene is not clever, Eugene is clever,1
Eduardo is happy, Eduardo is not happy,1
Martin is not gifted, Martin is gifted,1
Alison is calm, Jose is not calm,0
Genevieve is not victorious, Donald is careful,0
Amy is not zealous, Hugh is mushy,0
Kelly is not dead, Kelly is dead,1
Vincent is not clever, Vincent is clever,1
Frank is eager, Frank is not eager,1
Charlie is obedient, Harold is helpful,0
Hugh is victorious, Marjorie is not victorious,0
Irene is eager, Irene is not eager,1
Marjorie is eager, Marjorie is not eager,1
Willard is nice, Willard is not tender,0
Melvin is not faithful, Marian is powerful,0
Travis is not jolly, Travis is tender,0
Kristin is not inexpensive, Kristin is inexpensive,1
Ben is not brave, Brittany is powerful,0
Nora is zealous, Nora is not zealous,1
Maurice is not careful, Maurice is careful,1
Billy is not obedient, Leslie is wrong,0
Marian is aggressive, Tom is not aggressive,0
Lee is happy, Lee is not happy,1
Rick is eager, Rick is not easy,0
Glenda is thankful, Sonia is wrong,0
Wallace is victorious, Sonya is not dead,0
Clifford is not wrong, Clifford is wrong,1
Steven is gentle, Steven is not gentle,1
Gerald is faithful, Gerald is mealy,0
Maureen is nice, Maureen is not nice,1
Alice is wonderful, Shannon is rich,0
Raul is not gentle, Neil is gentle,0
Darryl is calm, Darryl is not calm,1
Marion is jolly, Marion is important,0
Jo is not gentle, Jo is shy,0
Christy is gentle, Christy is not gentle,1
Kristin is eager, Kristin is not eager,1
Raymond is obedient, Ernest is not poor,0
Carmen is obedient, Bobbie is not vast,0
Lola is not proud, Lola is careful,0
Leo is kind, Leo is not kind,1
Timothy is aggressive, Timothy is not aggressive,1
Roger is not famous, Roger is famous,1
Kathleen is not obedient, Kathleen is rich,0
Roy is not mealy, Roy is mealy,1
Molly is zealous, Molly is not zealous,1
Nicole is not zealous, Javier is zealous,0
Sam is jolly, Reginald is gifted,0
Leroy is obedient, Leroy is not obedient,1
Aaron is eager, Ramona is clever,0
Christy is eager, Christy is not eager,1
Ashley is delightful, Ashley is famous,0
Marvin is obedient, Kent is not obedient,0
Clifton is not zealous, Irma is zealous,0
Joe is brave, Marjorie is not brave,0
Scott is not delightful, Ernest is delightful,0
Gertrude is aggressive, Gertrude is not aggressive,1
Melody is not zealous, Elaine is wrong,0
Marilyn is eager, Marilyn is rich,0
Keith is not wrong, Keith is wrong,1
Wayne is silly, Wayne is not silly,1
Bertha is not mushy, Bertha is mushy,1
Jennie is agreeable, Jennie is not odd,0
Lewis is ambitious, Lewis is hallowed,0
Carlos is aggressive, Carlos is not aggressive,1
Bobby is agreeable, Grace is wrong,0
Carl is eager, Carl is mealy,0
Tyrone is eager, Edgar is vast,0
Alan is not mealy, Alan is mealy,1
Nicole is zealous, Nicole is not zealous,1
Chad is happy, Chad is not happy,1
Cory is zealous, Cory is not zealous,1
Angie is not rich, Angie is rich,1
Antoinette is wonderful, Christine is rich,0
Andy is eager, Andy is not eager,1
Lynda is kind, Henry is famous,0
Terry is eager, Terry is not eager,1
Bobby is not happy, Bobby is inexpensive,0
Sue is not gifted, Sue is gifted,1
Victoria is not delightful, Jeanette is shy,0
Ben is polite, Travis is clever,0
Claudia is not kind, Shirley is unimportant,0
Sandra is polite, Alexander is not polite,0
Carrie is not brave, Carrie is alive,0
Alma is calm, Alma is not calm,1
Martin is gentle, Jesus is not gentle,0
Freddie is jolly, Freddie is powerful,0
Kristin is gentle, Samantha is not gentle,0
Anne is faithful, Anne is not faithful,1
Herman is calm, Herman is not calm,1
Danielle is not careful, Danielle is careful,1
Kay is zealous, Cecil is not gifted,0
Sam is not rich, Sam is rich,1
Kyle is not rich, Kyle is rich,1
Dianne is not uninterested, Dianne is uninterested,1
Joyce is not proud, Joyce is vast,0
Leslie is not mushy, Leslie is mushy,1
Frederick is jolly, Lillie is odd,0
Eva is silly, Antonio is not silly,0
Melvin is delightful, Melvin is not delightful,1
Jesus is not mushy, Jesus is mushy,1
Leroy is kind, Leroy is not kind,1
Brittany is not agreeable, Brittany is famous,0
Harry is not tender, Harry is tender,1
Fred is not unimportant, Fred is unimportant,1
Connie is not alive, Connie is alive,1
Bonnie is ambitious, Bonnie is not ambitious,1
Greg is not mushy, Greg is mushy,1
Anthony is delightful, Anthony is not delightful,1
Angie is happy, Angie is not happy,1
Jacqueline is zealous, Jacqueline is uninterested,0
Olga is not rich, Olga is rich,1
Bessie is ambitious, Wendy is not better,0
Jill is silly, Jill is not important,0
Frederick is delightful, Frederick is not delightful,1
Jack is not mushy, Jack is mushy,1
Anna is not important, Anna is important,1
Maryann is obedient, Maryann is not wrong,0
Tom is delightful, Tom is not delightful,1
Annette is not tender, Annette is tender,1
Roy is gentle, Roy is not gentle,1
Glenda is not poor, Glenda is poor,1
Matthew is gentle, Lois is not gentle,0
Melinda is ambitious, Melinda is not ambitious,1
Brad is not alive, Brad is alive,1
Jamie is faithful, Jamie is not faithful,1
Charles is witty, Charles is not witty,1
Anna is not mushy, Anna is mushy,1
Glenn is zealous, Dwight is not powerful,0
Rosemary is eager, Sean is not eager,0
Bertha is gentle, Antoinette is not gentle,0
Sandra is faithful, Sandra is not gifted,0
Sandy is not uninterested, Sandy is uninterested,1
Ann is not wonderful, Casey is wonderful,0
Frank is not famous, Frank is famous,1
Lonnie is proud, Lonnie is not proud,1
Eddie is faithful, Eddie is not faithful,1
Salvador is calm, Salvador is not calm,1
Robert is not eager, Beverly is eager,0
Wallace is obedient, Edward is not uninterested,0
Jimmy is zealous, Marshall is not dead,0
Mitchell is aggressive, Ian is not aggressive,0
Ida is obedient, Fred is not clever,0
Nellie is victorious, Charlene is not victorious,0
Jenny is calm, Jenny is not calm,1
Alicia is victorious, Arlene is not victorious,0
Kathy is kind, Kathy is not kind,1
Katrina is not agreeable, Katrina is vast,0
Shawn is not zealous, Tracy is better,0
Dwight is victorious, Danny is alive,0
Corey is not important, Corey is important,1
Melody is obedient, Warren is easy,0
Grace is aggressive, Grace is clever,0
Kristin is victorious, Kristin is not victorious,1
Joann is calm, Pedro is not better,0
Michael is nice, Michael is not nice,1
Jacqueline is brave, Ronald is not important,0
Louise is not tender, Louise is tender,1
Bobbie is delightful, Bobbie is odd,0
Barbara is jolly, Barbara is alive,0
Johnnie is not easy, Johnnie is easy,1
Claire is delightful, Claire is not mealy,0
Clyde is faithful, Clyde is not faithful,1
William is not alive, William is alive,1
Jennifer is brave, Jennifer is not brave,1
Edith is not eager, Leah is eager,0
Leona is not delightful, Leona is careful,0
Marc is not agreeable, Marc is wrong,0
Wilma is ambitious, Wilma is not ambitious,1
Kristine is not shy, Kristine is shy,1
Troy is not wonderful, Troy is easy,0
Wesley is not better, Wesley is better,1
Eduardo is zealous, Amber is shy,0
Maria is faithful, Brian is not faithful,0
Opal is not obedient, Opal is important,0
Myrtle is lively, Myrtle is not lively,1
Reginald is nice, Reginald is not nice,1
Cora is not ambitious, Blanche is alive,0
Kyle is not brave, Heather is powerful,0
Heather is not poor, Heather is poor,1
Bill is not hallowed, Bill is hallowed,1
Lloyd is not polite, Courtney is helpful,0
Troy is happy, Troy is not happy,1
Terrance is not important, Terrance is important,1
Ben is faithful, Ben is not faithful,1
Kristi is not thankful, Kristi is helpful,0
Natalie is not poor, Natalie is poor,1
Jerry is not alive, Jerry is alive,1
Leslie is polite, Laurie is not polite,0
Terrance is wonderful, Velma is famous,0
Ruben is not faithful, Ruben is famous,0
Brenda is kind, Brenda is not kind,1
Denise is not ambitious, Agnes is ambitious,0
Melanie is not tender, Melanie is tender,1
Naomi is obedient, Naomi is not obedient,1
Jennifer is not lively, Jennifer is easy,0
Stephanie is not easy, Stephanie is easy,1
Renee is ambitious, Renee is not ambitious,1
Sandra is not jolly, Sandra is mealy,0
Eugene is not vast, Eugene is vast,1
Jill is polite, Billie is important,0
Zachary is thankful, Zachary is not thankful,1
Kristine is victorious, Kristine is not victorious,1
Elizabeth is aggressive, Gabriel is not poor,0
Bonnie is aggressive, Bonnie is not aggressive,1
Tracy is not vast, Tracy is vast,1
Earl is polite, Earl is not polite,1
Heidi is not witty, Heidi is helpful,0
Ronnie is polite, Ronnie is not easy,0
Adrian is nice, Adrian is wrong,0
Louis is lively, Louis is not lively,1
Natalie is polite, Gerald is not hallowed,0
Anita is thankful, Anita is gifted,0
Ron is jolly, Ron is not jolly,1
Sonya is gentle, Sonya is not gentle,1
Margaret is witty, Edwin is not uninterested,0
Jimmy is not jolly, Jimmy is mealy,0
Beatrice is obedient, Guy is not obedient,0
Olga is victorious, Miguel is powerful,0
Harold is not tender, Harold is tender,1
Derrick is silly, Cynthia is not silly,0
Ruth is happy, Ruth is not happy,1
Alexander is agreeable, Antonio is not agreeable,0
Hattie is ambitious, Brandy is not gifted,0
Kristine is not alive, Kristine is alive,1
Marilyn is not lively, Anna is lively,0
Brittany is faithful, Betty is shy,0
Kyle is not odd, Kyle is odd,1
Dawn is not important, Dawn is important,1
Howard is obedient, Howard is not uninterested,0
Alfredo is not wonderful, Alfredo is helpful,0
Charlie is silly, Daryl is not unimportant,0
Marion is not wrong, Marion is wrong,1
Luz is not gifted, Luz is gifted,1
Don is wonderful, Don is unimportant,0
Sheryl is nice, Sheryl is not nice,1
Danielle is delightful, Danielle is gifted,0
Darrell is silly, Darrell is not silly,1
Veronica is not agreeable, Veronica is helpful,0
Christopher is silly, Carolyn is unimportant,0
Judith is proud, Judith is poor,0
Leslie is nice, Leslie is not nice,1
Harry is proud, Harry is helpful,0
Eleanor is not polite, Jane is clever,0
Clarence is not odd, Clarence is odd,1
Leah is not tender, Leah is tender,1
Wilma is proud, Wilma is rich,0
Debbie is aggressive, Brian is not helpful,0
Patricia is not famous, Patricia is famous,1
Miriam is not poor, Miriam is poor,1
Carolyn is happy, Carolyn is not shy,0
Lewis is not helpful, Lewis is helpful,1
Christian is not gifted, Christian is gifted,1
Natalie is proud, Irma is not proud,0
Sara is not alive, Sara is alive,1
Norman is calm, Norman is uninterested,0
Christy is faithful, Rachel is not faithful,0
Vickie is not kind, Kevin is hallowed,0
Vincent is not important, Vincent is important,1
Marilyn is delightful, Marilyn is not delightful,1
Leslie is brave, Naomi is dead,0
Margaret is not zealous, Margaret is rich,0
Jacob is agreeable, Joe is hallowed,0
Jamie is not unimportant, Jamie is unimportant,1
Kathryn is not inexpensive, Kathryn is inexpensive,1
Audrey is jolly, Ethel is powerful,0
Jamie is ambitious, Willard is not inexpensive,0
Oscar is not clever, Oscar is clever,1
Jessie is not famous, Jessie is famous,1
Isabel is delightful, Isabel is not delightful,1
Francis is zealous, Francis is not zealous,1
Paul is not happy, Paul is famous,0
Harold is not better, Harold is better,1
Stacey is nice, Stacey is not nice,1
Charlie is aggressive, Charlie is not aggressive,1
Ramona is not powerful, Ramona is powerful,1
Irma is proud, Irma is not proud,1
Heather is victorious, Heather is not victorious,1
Theodore is not happy, Theodore is gifted,0
Randy is not calm, Mike is calm,0
Debbie is not wrong, Debbie is wrong,1
Marlene is not agreeable, Greg is easy,0
Eileen is not tender, Eileen is tender,1
Delores is faithful, Delores is not tender,0
Lester is not mushy, Lester is mushy,1
Charlene is calm, Charlene is not calm,1
Beverly is thankful, Erik is not thankful,0
Geraldine is victorious, Randall is not victorious,0
Roger is brave, Roger is not brave,1
Ada is silly, Julia is inexpensive,0
Eddie is calm, Peter is not calm,0
Wade is not clever, Wade is clever,1
Jesus is delightful, Crystal is not delightful,0
Jon is faithful, Jon is not faithful,1
Carla is brave, Anita is better,0
Matthew is silly, Matthew is not silly,1
Jim is proud, Ellen is not famous,0
Verna is not better, Verna is better,1
Shelly is not faithful, Shelly is uninterested,0
Lee is not silly, Craig is inexpensive,0
Eddie is not wonderful, Andy is uninterested,0
Lonnie is not jolly, Lonnie is better,0
Stanley is thankful, Stanley is not thankful,1
Katie is not agreeable, Sharon is agreeable,0
Rebecca is eager, Rebecca is uninterested,0
Corey is obedient, Corey is not obedient,1
Alvin is not brave, Belinda is inexpensive,0
Brandy is not delightful, Brandy is important,0
Jerry is happy, Jerry is not happy,1
Miguel is not poor, Miguel is poor,1
Keith is thankful, Keith is not thankful,1
Vanessa is not gifted, Vanessa is gifted,1
Greg is not powerful, Greg is powerful,1
Gina is eager, Gina is not eager,1
Marion is not clever, Marion is clever,1
Inez is not unimportant, Inez is unimportant,1
Patsy is not famous, Patsy is famous,1
Viola is lively, Marion is not famous,0
Sheila is not rich, Sheila is rich,1
James is not witty, James is dead,0
Elaine is witty, Maria is hallowed,0
Wade is not polite, Wade is wrong,0
Hazel is not faithful, Hazel is poor,0
Robin is not inexpensive, Robin is inexpensive,1
Grace is calm, Grace is not calm,1
Eddie is eager, Agnes is not eager,0
Pamela is silly, Pamela is not vast,0
Rafael is nice, Rafael is not gifted,0
Gail is not kind, Gail is poor,0
Timothy is not tender, Timothy is tender,1
Jamie is ambitious, Jamie is uninterested,0
Lewis is lively, Lewis is not lively,1
Jodi is not jolly, Jodi is better,0
Harvey is polite, Ricky is easy,0
Tiffany is not victorious, Ron is famous,0
Rachel is not wonderful, Martin is wonderful,0
Ross is eager, Ross is not eager,1
Dan is obedient, Dan is not shy,0
Carmen is not lively, Ron is lively,0
Reginald is calm, Reginald is not important,0
Laurie is zealous, Laurie is not dead,0
Benjamin is thankful, Benjamin is not thankful,1
Shawn is jolly, Shawn is hallowed,0
Armando is not tender, Armando is tender,1
Antoinette is not tender, Antoinette is tender,1
Fred is jolly, Fred is not jolly,1
Marvin is not rich, Marvin is rich,1
Gail is lively, Gail is not dead,0
Jerome is victorious, Jerome is not victorious,1
Virginia is not better, Virginia is better,1
Caroline is ambitious, Johnny is gifted,0
Barbara is kind, Barbara is not kind,1
Blanche is not mushy, Blanche is mushy,1
Rosa is not silly, Alicia is silly,0
Tracy is not uninterested, Tracy is uninterested,1
Bob is not inexpensive, Bob is inexpensive,1
Violet is polite, Brian is shy,0
Jay is thankful, Jill is not uninterested,0
Kristi is brave, Kristi is not brave,1
Freddie is calm, Mark is not calm,0
Alvin is polite, Alvin is not polite,1
Janice is ambitious, Janice is important,0
Lester is not poor, Lester is poor,1
Bernard is not happy, Shane is gifted,0
Vickie is not mushy, Vickie is mushy,1
Ashley is zealous, Dale is not better,0
Maureen is victorious, Maureen is careful,0
Jaime is not uninterested, Jaime is uninterested,1
Angela is not vast, Angela is vast,1
Wayne is happy, Wayne is not happy,1
Deanna is not inexpensive, Deanna is inexpensive,1
Roberta is brave, Roberta is not brave,1
Diana is not hallowed, Diana is hallowed,1
Ralph is not alive, Ralph is alive,1
Bernard is jolly, Bernard is not jolly,1
Virginia is eager, Virginia is not eager,1
Dwayne is not delightful, Paula is delightful,0
Sandy is delightful, Sandy is not delightful,1
Bonnie is not rich, Bonnie is rich,1
Tara is agreeable, Tara is not poor,0
Jamie is not famous, Jamie is famous,1
Lindsey is polite, Kelly is careful,0
Kirk is not inexpensive, Kirk is inexpensive,1
Kyle is agreeable, Kyle is not agreeable,1
Evelyn is not uninterested, Evelyn is uninterested,1
Megan is ambitious, Johnny is better,0
Anita is not mealy, Anita is mealy,1
Carol is not happy, Theresa is easy,0
Bradley is not inexpensive, Bradley is inexpensive,1
Leona is not shy, Leona is shy,1
Joan is not mealy, Joan is mealy,1
Larry is not thankful, Larry is mealy,0
Gwendolyn is not tender, Gwendolyn is tender,1
Bessie is not ambitious, Clifford is ambitious,0
Mathew is polite, Mathew is helpful,0
Tina is not powerful, Tina is powerful,1
Lillie is eager, Brandon is vast,0
Dorothy is not agreeable, Wallace is agreeable,0
Darren is not mealy, Darren is mealy,1
Steve is happy, Yvonne is not alive,0
Edna is silly, Ruby is not inexpensive,0
Gene is proud, Anne is not proud,0
Tommy is not clever, Tommy is clever,1
Carol is polite, Jenny is not hallowed,0
Leona is jolly, Leona is not jolly,1
Kay is witty, Susie is not witty,0
Jose is not mealy, Jose is mealy,1
Bradley is not lively, Bradley is unimportant,0
Marc is agreeable, Lena is not agreeable,0
Julio is not hallowed, Julio is hallowed,1
Vincent is not eager, Cheryl is eager,0
Elaine is not jolly, Tyler is alive,0
Crystal is victorious, Crystal is not poor,0
Andrea is not thankful, Leah is thankful,0
Sherri is kind, Miguel is tender,0
Lee is not silly, Lee is powerful,0
Martha is lively, Martha is not lively,1
Jorge is calm, Jorge is not calm,1
Marion is not brave, Arthur is mushy,0
Beulah is happy, Beulah is not happy,1
Jill is kind, Margarita is not uninterested,0
Raymond is obedient, Raymond is not obedient,1
Florence is not famous, Florence is famous,1
Mattie is lively, Ida is not inexpensive,0
Joanna is not careful, Joanna is careful,1
Perry is polite, Perry is not polite,1
