sentence1,sentence2,label,label_form
Todo mundo visitou todos os lugares,Emmanuel não visitou Miqueias,0,quantifier
"Todo mundo visitou Montenegro, Serra, Filipinas, Papua, Turcomenistão, Bélgica, Tunísia, Listenstaine, Iraque, República Democrática do Congo e Burúndi",Faizan não visitou Turcomenistão,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Laureano não visitou Chade,1,quantifier
Todo mundo visitou todas as pessoas,Gian não visitou Alessio,1,quantifier
"Todo mundo visitou Butão, Seicheles, Chade, Hungria, Afeganistão, Nova Zelândia , Emirados Árabes Unidos, Barém, Grécia, Roménia, Chile, Irlanda, Guatemala e Maldivas",Anselmo não visitou Grécia,1,quantifier
Todo mundo visitou todos os lugares,Irmino não visitou Tonga,1,quantifier
Todo mundo visitou todos os lugares,Domínico não visitou Madail,0,quantifier
Alguem visitou todas as pessoas e todos os lugares,Bastião não visitou Adrian,0,quantifier
Todo mundo visitou todos os lugares,Carlo não visitou Polónia,1,quantifier
Todo mundo visitou todos os lugares,Dino não visitou Austrelino,0,quantifier
Todo mundo visitou todas as pessoas,Batista não visitou Irão,0,quantifier
"Todo mundo visitou Libéria, Tajiquistão, Coreia do Sul, Brunei, Emirados Árabes Unidos, Bósnia e Herzegovina, Equador, Guiné, Níger, Timor-Leste, Países, Guiné-Bissau, Arménia e Colômbia",Julião não visitou Angola,0,quantifier
Todo mundo visitou todos os lugares,Adelson não visitou Aidan,0,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Adrião não visitou Israel,1,quantifier
Todo mundo visitou todas as pessoas,Carlindo não visitou Odeberto,1,quantifier
Todo mundo visitou todos os lugares,Isaque não visitou Somália,1,quantifier
Alguem visitou todas as pessoas e todos os lugares,Jules não visitou Genésio,0,quantifier
Alguem visitou todas as pessoas e todos os lugares,Cidálio não visitou Brunei,0,quantifier
Todo mundo visitou todos os lugares,Haraldo não visitou Jean,0,quantifier
"Todo mundo visitou Indonésia, Geórgia, Nigéria, Irão, Congo-Brazzaville, Rússia, Cuaite, Sérvia, Mali, Usbequistão, Estado da Palestina, Singapura, Seicheles, São Cristóvão e Neves, Azerbaijão, Papua e Trindade e Tobago",Lisuarte não visitou Trindade e Tobago,1,quantifier
"Todo mundo visitou Bangladexe, Peru, Equador, Zimbábue, Macedónia, Omã, Jibuti, Salvador, Benim, Tailândia, Madagáscar, Taiuã, China, Turcomenistão, Angola e Trindade e Tobago",Mathias não visitou Omã,1,quantifier
Todo mundo visitou todos os lugares,Isauro não visitou Etiópia,1,quantifier
Todo mundo visitou todas as pessoas,Gonzalo não visitou Países,0,quantifier
Todo mundo visitou todas as pessoas,Jetro não visitou Adalberto,1,quantifier
Todo mundo visitou todos os lugares,Kaiser não visitou Arábia,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Odin não visitou Ansel,1,quantifier
"Todo mundo visitou Haiti, Panamá, Ruanda, China, Jamaica, Irlanda, Cabo Verde , Granada, Paquistão, Suriname, Maurícia, Brunei, Camboja, Bahamas e República Centro-Africana",Asher não visitou Zimbábue,0,quantifier
Todo mundo visitou todos os lugares,Adrualdo não visitou São Tomé e Príncipe,1,quantifier
Alguem visitou todas as pessoas e todos os lugares,Jazz não visitou Gadiel,0,quantifier
Todo mundo visitou todas as pessoas,Afonsino não visitou São Cristóvão e Neves,0,quantifier
Todo mundo visitou todas as pessoas,Diniz não visitou Grécia,0,quantifier
Alguem visitou todas as pessoas e todos os lugares,Hector não visitou Tuvalu,0,quantifier
Todo mundo visitou todos os lugares,Maciel não visitou Índia,1,quantifier
Todo mundo visitou todos os lugares,Nil não visitou Guiné,1,quantifier
"Todo mundo visitou Somália, Turcomenistão, República Dominicana, Estados Unidos, Mongólia, Alemanha, Catar, Dominica, Usbequistão, Gabão, Grécia, Macedónia, Estónia, Jamaica, Equador, Noruega, República Centro-Africana, Guatemala, Guiné e Libéria",Darque não visitou Dominica,1,quantifier
Todo mundo visitou todos os lugares,Junior não visitou Raví,0,quantifier
Todo mundo visitou todas as pessoas,Artur não visitou Graciliano,1,quantifier
Todo mundo visitou todos os lugares,Martiniano não visitou Micronésia,1,quantifier
Alguem visitou todas as pessoas e todos os lugares,Gregório não visitou Equador,0,quantifier
Todo mundo visitou todas as pessoas,Eda não visitou Eslovénia,0,quantifier
Todo mundo visitou todos os lugares,Arin não visitou Cazaquistão,1,quantifier
Todo mundo visitou todas as pessoas,Garibaldo não visitou Ezekiel,1,quantifier
Alguem visitou todas as pessoas e todos os lugares,Cauã não visitou Bahamas,0,quantifier
"Todo mundo visitou Jordânia, Rússia, Macedónia, Lituânia, Mónaco, Roménia, Cosovo, Coreia do Norte, Albânia, Itália, Sérvia, Sudão, Luxemburgo e Cazaquistão",Brian não visitou Salvador,0,quantifier
Todo mundo visitou todos os lugares,Edmundo não visitou Índia,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Libânio não visitou Charlie,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Carsta não visitou Vaticano,1,quantifier
Alguem visitou todas as pessoas e todos os lugares,Lígio não visitou Alípio,0,quantifier
Todo mundo visitou todos os lugares,Joshua não visitou Dinamarca,1,quantifier
Todo mundo visitou todas as pessoas,Élton não visitou Nigéria,0,quantifier
"Todo mundo visitou Benim, Costa do Marfim, Bulgária, Malásia, Timor-Leste, Haiti, Burúndi, Azerbaijão, Moçambique, República Centro-Africana, Singapura, França, Seicheles, Hungria, Sudão, Coreia do Norte, Venezuela e Afeganistão",Asdrúbal não visitou Samoa,0,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Ivandro não visitou Dinarte,1,quantifier
Todo mundo visitou todos os lugares,Aldemar não visitou Venezuela,1,quantifier
Todo mundo visitou todas as pessoas,Denis não visitou Claudiano,1,quantifier
Todo mundo visitou todas as pessoas,Plácido não visitou Emílio,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Honório não visitou Sudão,1,quantifier
"Todo mundo visitou Líbano, Quirguistão, Sudão, Coreia do Norte, Mónaco, Congo-Brazzaville, Barbados, Peru, Omã, Camboja, Butão, Barém, Eslovénia, Laus, Comores, Gabão, Nicarágua, Reino Unido e Granada",Humberto não visitou Chile,0,quantifier
Todo mundo visitou todas as pessoas,Justin não visitou Nuriel,1,quantifier
Todo mundo visitou todos os lugares,Divo não visitou Butão,1,quantifier
Todo mundo visitou todas as pessoas,Estácio não visitou Benim,0,quantifier
"Todo mundo visitou Filipinas, Noruega, Geórgia, Islândia, Maurícia, Finlândia, Madagáscar, Singapura, Barém, Índia e Indonésia",Alexandru não visitou Indonésia,1,quantifier
Todo mundo visitou todos os lugares,Finn não visitou Trindade e Tobago,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Isaltino não visitou Grécia,1,quantifier
"Todo mundo visitou Gabão, Estados Unidos, Filipinas, Ruanda, Emirados Árabes Unidos, Albânia, Belize, São Cristóvão e Neves, Cuaite, Letónia, Chile, Sérvia, Chade, São Marinho, Serra e Papua",Gualdim não visitou Filipinas,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Orlando não visitou de Pádua,1,quantifier
Todo mundo visitou todos os lugares,Remízio não visitou Elzeário,0,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Alex não visitou Federico,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Alessandro não visitou Raphael,1,quantifier
Todo mundo visitou todos os lugares,Priteche não visitou Quéli,0,quantifier
"Todo mundo visitou África do Sul, Chipre, Bielorrússia, Brasil, Turquia, Nigéria, Madagáscar, Suazilândia, Arábia, Tanzânia, São Tomé e Príncipe e Somália",Franklino não visitou Suazilândia,1,quantifier
Todo mundo visitou todos os lugares,Derick não visitou Nepal,1,quantifier
"Todo mundo visitou Uganda, Lesoto, Líbano, Portugal, Bósnia e Herzegovina, Timor-Leste, Nova Zelândia , Níger, Tanzânia, Filipinas, Rússia, Índia, Síria, Coreia do Sul, Bangladexe, Nauru, Costa do Marfim e Reino Unido",Irineu não visitou Nova Zelândia ,1,quantifier
Todo mundo visitou todas as pessoas,Bosco não visitou Nicarágua,0,quantifier
Todo mundo visitou todas as pessoas,Egas não visitou Ivo,1,quantifier
Todo mundo visitou todos os lugares,Clayton não visitou Mateo,0,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Línton não visitou Eritreia,1,quantifier
"Todo mundo visitou Mali, Estado da Palestina, Eritreia, Suíça, Bósnia e Herzegovina, Croácia, Maldivas, China, Canadá, Estónia, Chile, Egito, Barém, Roménia, Mónaco, Costa do Marfim, Sudão, Benim e São Tomé e Príncipe",Livramento não visitou Bósnia e Herzegovina,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Bo não visitou Áureo,1,quantifier
Todo mundo visitou todos os lugares,Milan não visitou Belchior,0,quantifier
Todo mundo visitou todos os lugares,Dragos não visitou Giani,0,quantifier
Todo mundo visitou todas as pessoas,Ramiro não visitou Fabien,1,quantifier
"Todo mundo visitou Guiné, Reino Unido, Cabo Verde , Jibuti, Laus, Islândia, Seicheles, Costa do Marfim, Dominica e Guatemala",Nicásio não visitou Islândia,1,quantifier
Todo mundo visitou todas as pessoas,Onassis não visitou Inocêncio,1,quantifier
"Todo mundo visitou Eslovénia, Níger, Bielorrússia, Taiuã, Mauritânia, Macedónia, Moçambique, Vaticano, Cuaite, Coreia do Sul, Usbequistão, Tajiquistão, Butão e Paraguai",Abdias não visitou Finlândia,0,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Max não visitou Ápio,1,quantifier
"Todo mundo visitou Bélgica, Moçambique, Estónia, Noruega, Brasil, Cazaquistão, Quiribáti, Gana, Emirados Árabes Unidos, Vanuatu, Cuaite, Antiga e Barbuda e Panamá",Levy não visitou São Tomé e Príncipe,0,quantifier
Alguem visitou todas as pessoas e todos os lugares,Nélio não visitou Álvaro,0,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Nabor não visitou Franco,1,quantifier
Todo mundo visitou todas as pessoas,Hermenegildo não visitou Jader,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Jason não visitou Antenor,1,quantifier
Todo mundo visitou todos os lugares,Blake não visitou Arquimino,0,quantifier
"Todo mundo visitou Peru, Ilhas Marechal, Montenegro, Israel, Congo-Brazzaville, Bélgica, Granada, Brasil, Macedónia, Mali, Maurícia, Somália e Jibuti",Madate não visitou Estados Unidos,0,quantifier
Todo mundo visitou todos os lugares,Jean não visitou Trindade e Tobago,1,quantifier
Todo mundo visitou todos os lugares,dos Mártires não visitou Austrália,1,quantifier
Todo mundo visitou todas as pessoas,Asdrúbal não visitou Lesoto,0,quantifier
"Todo mundo visitou Eslováquia, Maláui, Zimbábue, São Tomé e Príncipe, Paquistão, Islândia, Sudão, Arménia, Tanzânia, Ucrânia, Níger, Andorra, Timor-Leste, China, Cuaite e Suazilândia",Romano não visitou Guiné-Bissau,0,quantifier
"Todo mundo visitou Suíça, Turcomenistão, Cosovo, Estado da Palestina, Níger, Gabão, França, Santa Lúcia, Nigéria, Malta, Zimbábue, Lituânia, Japão, Coreia do Norte, Nova Zelândia , Bulgária, Guiana e Tonga",Austrelino não visitou Cosovo,1,quantifier
Todo mundo visitou todos os lugares,Apolo não visitou Arménia,1,quantifier
Alguem visitou todas as pessoas e todos os lugares,Johnson não visitou Moldávia,0,quantifier
Todo mundo visitou todos os lugares,Ken não visitou Ralph,0,quantifier
"Todo mundo visitou Alemanha, Etiópia, Moçambique, Nigéria, Uganda, Hungria, Ucrânia, Coreia do Sul, Nicarágua, Chile, Guiana, Granada, Maurícia, Peru, Dinamarca, Gâmbia, Cosovo, Turquia, Zimbábue e Eslováquia",Adorino não visitou Ucrânia,1,quantifier
Todo mundo visitou todos os lugares,Damião não visitou Nídio,0,quantifier
Todo mundo visitou todos os lugares,Cecílio não visitou Delfino,0,quantifier
"Todo mundo visitou Líbano, Coreia do Sul, Mali, Espanha, Honduras, Guiné, Tunísia, Nova Zelândia , Singapura e Namíbia",Devon não visitou Guiné,1,quantifier
Todo mundo visitou todos os lugares,Norival não visitou Equador,1,quantifier
Alguem visitou todas as pessoas e todos os lugares,Piedade não visitou Osvaldo,0,quantifier
Todo mundo visitou todos os lugares,Leone não visitou Brasil,1,quantifier
Todo mundo visitou todos os lugares,Gustavo não visitou Tajiquistão,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Rudy não visitou Bélgica,1,quantifier
Todo mundo visitou todas as pessoas,Jonatas não visitou Guiana,0,quantifier
Alguem visitou todas as pessoas e todos os lugares,Nolan não visitou Cildo,0,quantifier
Todo mundo visitou todos os lugares,Ernest não visitou Antiga e Barbuda,1,quantifier
Todo mundo visitou todas as pessoas,de Deus não visitou Nicarágua,0,quantifier
Alguem visitou todas as pessoas e todos os lugares,Ódin não visitou Bahamas,0,quantifier
Todo mundo visitou todas as pessoas,Marcos não visitou Jules,1,quantifier
Todo mundo visitou todos os lugares,Hélio não visitou Micah,0,quantifier
Todo mundo visitou todos os lugares,Anatol não visitou Jair,0,quantifier
Todo mundo visitou todas as pessoas,Bastian não visitou Herlander,1,quantifier
Todo mundo visitou todos os lugares,Gil não visitou Gumesindo,0,quantifier
Todo mundo visitou todas as pessoas,Bilal não visitou Hélvio,1,quantifier
"Todo mundo visitou República Democrática do Congo, Dominica, Bósnia e Herzegovina, Barém, Lesoto, França, Coreia do Norte, Etiópia, Panamá, Afeganistão e Bielorrússia",Dénis não visitou Quirguistão,0,quantifier
Todo mundo visitou todas as pessoas,Aitor não visitou Argélia,0,quantifier
"Todo mundo visitou Taiuã, Países, Brasil, Colômbia, Gâmbia, Arábia, Tunísia, Costa do Marfim, Salvador, Equador, Maláui, Mónaco, Líbano, Quiribáti, Cabo Verde , Haiti e Chile",Dominique não visitou Togo,0,quantifier
"Todo mundo visitou Gabão, Fiji, Gana, Islândia, Costa do Marfim, Luxemburgo, Libéria, Mianmar, Nauru, Chile, Guiné, República Dominicana, Marrocos, França e Suécia",Afonso Henriques não visitou Bósnia e Herzegovina,0,quantifier
Todo mundo visitou todos os lugares,Nivaldo não visitou Marrocos,1,quantifier
"Todo mundo visitou Eslovénia, Áustria, Venezuela, Uganda, Nicarágua, Macedónia, Angola, Mónaco, Estónia, Zâmbia, Sudão, Belize e Camboja",Dimitri não visitou Belize,1,quantifier
Todo mundo visitou todos os lugares,Edgar não visitou Ovídio,0,quantifier
Todo mundo visitou todos os lugares,Gabriel não visitou Cosovo,1,quantifier
Todo mundo visitou todos os lugares,Galiano não visitou Afeganistão,1,quantifier
"Todo mundo visitou Uruguai, Andorra, Brasil, Zimbábue, Guiné, Níger, Laus, Libéria, Botsuana, China, Azerbaijão, Papua, Antiga e Barbuda, Roménia, França, Bangladexe, Ucrânia, Tajiquistão, Vanuatu e Reino Unido",Canto não visitou Guiné,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Arin não visitou Paraguai,1,quantifier
Todo mundo visitou todos os lugares,Fabrízio não visitou Cícero,0,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Carmério não visitou Alpoim,1,quantifier
Todo mundo visitou todas as pessoas,Donzílio não visitou Mauritânia,0,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Pavel não visitou Jules,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Ricardo não visitou Zimbábue,1,quantifier
Todo mundo visitou todas as pessoas,Asélio não visitou Afeganistão,0,quantifier
Todo mundo visitou todos os lugares,Marques não visitou Tailândia,1,quantifier
Todo mundo visitou todos os lugares,Nêuton não visitou Damião,0,quantifier
Todo mundo visitou todas as pessoas,Márlon não visitou Venezuela,0,quantifier
"Todo mundo visitou Trindade e Tobago, Burúndi, Malásia, Nauru, Itália, Mianmar, Sérvia, Madagáscar, Quiribáti, Costa do Marfim, Canadá, Seicheles, Brasil, Nicarágua e Tuvalu",Pablo não visitou Níger,0,quantifier
"Todo mundo visitou Moldávia, Angola, Tonga, Peru, Suíça, Jamaica, Bósnia e Herzegovina, Colômbia, Vanuatu, Israel, Lituânia e Burúndi",Eden não visitou Suíça,1,quantifier
Todo mundo visitou todos os lugares,Jonatã não visitou Perfeito,0,quantifier
Todo mundo visitou todas as pessoas,Kevin não visitou Baldomero,1,quantifier
Todo mundo visitou todas as pessoas,Carmério não visitou Polónia,0,quantifier
Alguem visitou todas as pessoas e todos os lugares,Josefo não visitou Moldávia,0,quantifier
Todo mundo visitou todas as pessoas,Mar não visitou Pracídio,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,da Cruz não visitou Clemente,1,quantifier
Alguem visitou todas as pessoas e todos os lugares,Arcílio não visitou Policarpo,0,quantifier
Todo mundo visitou todos os lugares,João Bosco não visitou Nicolas,0,quantifier
"Todo mundo visitou Burúndi, Rússia, Coreia do Sul, Mianmar, Omã, Trindade e Tobago, Moçambique, Camboja, Grécia, Índia, Iémen, República Dominicana, Taiuã, México, Eslovénia, Timor-Leste, Itália, Vaticano, Tonga e Singapura",Apolónio não visitou Camboja,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Ronaldo não visitou Dragos,1,quantifier
Alguem visitou todas as pessoas e todos os lugares,Amós não visitou Ucrânia,0,quantifier
Todo mundo visitou todas as pessoas,Bastião não visitou Batista,1,quantifier
Todo mundo visitou todas as pessoas,Jacob não visitou Estados Unidos,0,quantifier
Todo mundo visitou todos os lugares,Nádege não visitou Murilo,0,quantifier
Alguem visitou todas as pessoas e todos os lugares,Getúlio não visitou Tanzânia,0,quantifier
Todo mundo visitou todos os lugares,Charles não visitou Claudiano,0,quantifier
"Todo mundo visitou Tunísia, Omã, Mónaco, Noruega, Burquina, Paraguai, Lesoto, Etiópia, Cuba, Suriname, Mali, Canadá, Serra, Letónia, Islândia, Angola, Sri Lanca, Brunei e Coreia do Norte",Leo não visitou Serra,1,quantifier
Todo mundo visitou todas as pessoas,Nenrode não visitou Constâncio,1,quantifier
Todo mundo visitou todos os lugares,Mel não visitou Delmano,0,quantifier
Alguem visitou todas as pessoas e todos os lugares,Oséias não visitou Línton,0,quantifier
Alguem visitou todas as pessoas e todos os lugares,Olavo não visitou Malásia,0,quantifier
"Todo mundo visitou Montenegro, Turcomenistão, Usbequistão, Rússia, Zâmbia, Burquina, Azerbaijão, Irlanda, Papua, Maldivas, Chade e Singapura",Melquisedeque não visitou Coreia do Sul,0,quantifier
Todo mundo visitou todas as pessoas,Mileu não visitou Peter,1,quantifier
Todo mundo visitou todas as pessoas,Amadeo não visitou Salomão,0,quantifier
Todo mundo visitou todos os lugares,Dan não visitou Alpha,0,quantifier
Todo mundo visitou todos os lugares,Felício não visitou de Begonha,0,quantifier
Todo mundo visitou todas as pessoas,Asher não visitou Mauritânia,0,quantifier
Todo mundo visitou todas as pessoas,Aquira não visitou Cuaite,0,quantifier
Todo mundo visitou todos os lugares,Robim não visitou São Vicente,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Faizan não visitou Mianmar,1,quantifier
"Todo mundo visitou República Centro-Africana, Vanuatu, Jamaica, Tonga, Argentina, Maláui, Congo-Brazzaville, Lesoto, Tanzânia, Panamá, Gana, Síria, Israel, Turcomenistão, Brasil, Brunei, Bósnia e Herzegovina, Bangladexe, Fiji e Taiuã",Hendrix não visitou Benim,0,quantifier
Todo mundo visitou todas as pessoas,Liberto não visitou Berilo,1,quantifier
Todo mundo visitou todos os lugares,Rapaz não visitou Alarico,0,quantifier
Todo mundo visitou todos os lugares,Andy não visitou República Democrática do Congo,1,quantifier
Todo mundo visitou todas as pessoas,Isildo não visitou Ramna,1,quantifier
Alguem visitou todas as pessoas e todos os lugares,Natálio não visitou Joás,0,quantifier
"Todo mundo visitou Macedónia, Nigéria, Benim, Polónia, Quiribáti, Iraque, Sérvia, Ilhas Marechal, Costa do Marfim, Gabão, República Dominicana, Usbequistão e Uruguai",Râdamas não visitou Moçambique,0,quantifier
"Todo mundo visitou Chile, África do Sul, Alemanha, Bélgica, Guiana, Maldivas, Guiné-Bissau, Mauritânia, Arménia, Tunísia e Etiópia",Izalino não visitou Mauritânia,1,quantifier
"Todo mundo visitou Bósnia e Herzegovina, Samoa, Chile, Reino Unido, Turcomenistão, Sudão, França, Dominica, Cazaquistão, São Tomé e Príncipe, Luxemburgo, Antiga e Barbuda, Timor-Leste, Palau e Guiné",Amador não visitou Índia,0,quantifier
"Todo mundo visitou Noruega, Eslováquia, Brunei, Mónaco, Argélia, Reino Unido, Vaticano, Seicheles, Nova Zelândia , Montenegro, Jibuti, Taiuã, Botsuana, Listenstaine, Samoa, Japão, Singapura, Bielorrússia e Bolívia",Galiano não visitou Brunei,1,quantifier
Todo mundo visitou todos os lugares,Albertino não visitou Heliodoro,0,quantifier
Alguem visitou todas as pessoas e todos os lugares,Noel não visitou Josué,0,quantifier
Todo mundo visitou todos os lugares,Abdénago não visitou Costa Rica,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Rafael não visitou Mauritânia,1,quantifier
Todo mundo visitou todas as pessoas,Joscelino não visitou Sérvia,0,quantifier
Todo mundo visitou todas as pessoas,Ruby não visitou Jonatã,1,quantifier
"Todo mundo visitou Canadá, Luxemburgo, Nigéria, Cazaquistão, Etiópia, Níger, Moldávia, Estónia, Costa Rica, Burquina, Libéria e Vietname",Hipólito não visitou Burquina,1,quantifier
Alguem visitou todas as pessoas e todos os lugares,Firmo não visitou Adão,0,quantifier
"Todo mundo visitou Nicarágua, Benim, Paraguai, Malta, Uganda, São Cristóvão e Neves, Bélgica, Cazaquistão, Tonga, Itália, Suazilândia, São Tomé e Príncipe, Argentina, Montenegro, Azerbaijão, Bangladexe e Gabão",Axel não visitou Nicarágua,1,quantifier
Todo mundo visitou todas as pessoas,Ámon não visitou Pelaio,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Bernardim não visitou Julien,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Adamastor não visitou Rigoberto,1,quantifier
Todo mundo visitou todas as pessoas,Ken não visitou Eliano,1,quantifier
Todo mundo visitou todos os lugares,Nicásio não visitou Bolívia,1,quantifier
Todo mundo visitou todas as pessoas,Ferdinando não visitou Irão,0,quantifier
Todo mundo visitou todos os lugares,Goma não visitou Sérvia,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Connor não visitou Bolívia,1,quantifier
Todo mundo visitou todos os lugares,Charbel não visitou Elijah,0,quantifier
Todo mundo visitou todos os lugares,Figo não visitou Irão,1,quantifier
Todo mundo visitou todas as pessoas e todos os lugares,Franclim não visitou Lesoto,1,quantifier
